  6   2     119.184      45.877  0.053410    14.145    15.044    18.920 1237660343923376508     0.244036     0.140277     -22.02382     -21.18574     -19.31225
  6   3     119.194      45.896  0.054502    16.776    17.602    18.442 1237660343923376508     0.285114     0.106281     -19.44290     -18.67342     -16.49798
  6   4     119.198      45.878  0.055341    16.938    17.789    19.769 1237660343923376508     0.008407     0.021186     -19.31283     -18.52504     -16.61177
  7   1     119.944      18.402  0.042022    14.272    15.278    20.132 1237660343923310906     4.165798     0.604937     -21.34933     -20.36220     -18.54498
  7   2     119.939      18.444  0.039722    15.420    16.200    19.171 1237660343923310906     0.195725     1.493701     -20.06795     -19.32412     -17.76905
  7   3     119.940      18.404  0.042609    16.987    17.822    19.432 1237660343923310906     0.193518     0.358851     -18.66356     -17.86846     -16.12842
  7   4     119.986      18.414  0.042248    17.180    17.921    19.131 1237660343923310906     0.294356     0.075725     -18.44534     -17.74345     -16.36246
  8   1     119.977      24.011  0.047647    14.303    15.058    20.002 1237660343923310910     0.202362     0.035882     -21.59811     -20.89029     -19.33144
  8   2     119.967      24.010  0.047840    15.592    16.403    19.008 1237660343923310910     0.323921     0.055001     -20.32174     -19.56001     -17.78011
  8   3     119.961      24.062  0.048024    15.674    16.345    20.214 1237660343923310910     0.258464     0.057721     -20.24041     -19.60832     -18.21692
  8   4     119.948      24.038  0.048532    16.428    16.921    17.227 1237660343923310910     0.322073     0.023643     -19.50400     -19.01591     -17.97297
  9   1     120.369      27.278  0.048398    13.942    14.857    19.507 1237660958641684647   -99.900002   -99.900002     -22.00285     -21.13493     -19.12345
  9   2     120.327      27.213  0.047675    14.452    15.281    19.303 1237660958641684647     0.613580     0.065904     -21.45368     -20.67500     -18.91818
  9   3     120.355      27.261  0.046584    15.655    16.413    19.391 1237660958641684647     0.150914     0.022236     -20.19847     -19.48295     -17.70356
  9   4     120.342      27.202  0.049023    16.215    17.034    18.369 1237660958641684647     0.133880     0.035092     -19.75375     -18.98798     -17.28316
 10   1     120.603       9.414  0.016572    11.471    12.307    18.137 1237660958641619251   -99.900002   -99.900002     -22.05992     -21.22267     -19.39429
 10   2     120.378       9.708  0.017056    13.257    14.245    17.631 1237660958641619251    10.339230     1.166743     -20.09726     -19.33098     -11.32843
 10   3     120.544       9.486  0.014107    13.301    14.087    19.978 1237660958641619251     0.904365     0.031559     -19.87203     -19.08467     -17.60744
 10   4     120.563       9.394  0.017106    13.516    14.316    19.680 1237660958641619251     6.977478    20.669201     -20.08558     -19.28646     -17.54494
 10   5     120.475       9.626  0.016516    13.574    14.320    19.378 1237660958641619251     0.132647     0.021880     -19.94788     -19.20387     -17.65301
 10   6     120.658       9.500  0.016739    14.374    15.158    20.166 1237660958641619251     0.477008     0.059482     -19.17777     -18.39488     -16.77750
 11   1     120.794      39.906  0.041901    13.968    14.818    20.540 1237660958641619575   -99.900002   -99.900002     -21.64590     -20.83342     -18.98400
 11   2     120.799      39.886  0.041546    14.559    15.535    20.388 1237660958641619575     0.438287     0.162251     -21.03749     -20.08419     -18.14021
 11   3     120.762      39.933  0.041484    14.874    15.720    19.154 1237660958641619575     0.114633     0.046043     -20.71572     -19.90681     -18.13120
 11   4     120.752      39.869  0.040689    16.276    16.966    18.745 1237660958641619575     0.429846     0.022834     -19.26486     -18.60502     -17.09932
 12   1     120.840       8.206  0.052350    14.014    14.854    18.613 1237660958641684622     7.734306    24.527241     -22.10629     -21.32599     -19.57911
 12   2     120.832       8.228  0.049724    14.817    15.664    18.425 1237660958641684622     0.808708     0.182654     -21.18652     -20.39277     -18.56153
 12   3     120.831       8.258  0.051217    15.684    16.371    20.481 1237660958641684622     0.439101     0.096790     -20.37510     -19.73613     -18.42970
 12   4     120.770       8.254  0.051573    16.508    17.345    19.767 1237660958641684622     0.151413     0.014999     -19.57538     -18.79869     -17.17305
 13   1     121.361      46.708  0.023149    13.211    13.996    20.302 1237663916801785873     5.869709    19.687120     -21.06430     -20.28730     -18.47121
 13   2     121.334      46.717  0.022222    15.255    16.015    18.997 1237663916801785873     0.124012     0.048651     -18.92778     -18.17489     -16.53736
 13   3     121.408      46.707  0.023567    15.388    16.138    19.600 1237663916801785873     0.186790     0.026979     -18.92702     -18.18564     -16.45631
 13   4     121.176      46.733  0.023089    15.720    16.470    19.704 1237663916801785873     0.158623     0.014915     -18.54794     -17.80731     -16.23286
 13   5     121.381      46.710  0.022431    15.754    16.212    19.116 1237663916801785873     0.119333     0.054180     -18.44886     -17.97726     -17.16682
 13   6     121.320      46.707  0.023496    16.198    16.928    20.373 1237663916801785873     0.162684     0.027180     -18.11003     -17.38857     -15.80021
 14   1     121.370      37.558  0.034314    13.760    14.594    19.747 1237663916801786000     0.129898     0.042371     -21.39763     -20.58902     -19.01919
 14   2     121.374      37.536  0.034272    14.006    14.796    20.832 1237663916801786000   -99.900002   -99.900002     -21.15438     -20.38581     -17.93352
 14   3     121.387      37.550  0.034321    16.364    17.050    19.977 1237663916801786000     0.417026     0.029895     -18.79350     -18.12801     -16.56882
 14   4     121.347      37.537  0.033077    16.705    17.416    19.682 1237663916801786000     0.036102     0.008050     -18.36939     -17.67934     -16.07824
 15   1     121.720      19.844  0.037867    13.744    14.583    18.495 1237663916801786001     0.351125     0.065406     -21.63787     -20.83047     -19.15175
 15   2     121.746      19.852  0.039493    14.562    15.422    19.705 1237663916801786001     0.120209     0.024937     -20.91652     -20.08890     -18.33739
 15   3     121.681      19.807  0.038215    14.940    15.826    19.195 1237663916801786001     1.243156     0.638001     -20.46349     -19.60700     -17.91934
 15   4     121.761      19.719  0.039604    15.592    16.405    20.547 1237663916801786001     0.358442     0.062335     -19.89152     -19.11320     -17.40422
 15   5     121.757      19.872  0.036051    15.958    16.750    20.381 1237663916801786001     0.305387     0.022170     -19.31220     -18.54817     -16.87082
 15   6     121.777      19.860  0.039710    15.976    16.858    19.659 1237663916801786001 -1000.000000     0.604849     -19.51146     -18.66552     -17.20320
 15   7     121.650      19.793  0.036298    16.312    16.674    19.794 1237663916801786001     0.077581     0.024992     -18.96796     -18.57648     -17.20848
 15   8     121.720      19.859  0.039925    16.438    17.207    19.585 1237663916801786001     0.909689     0.077241     -19.06160     -18.32816     -16.73882
 16   1     122.081       9.014  0.053257    13.972    14.861    19.210 1237663916801785874     0.271571     0.074255     -22.18972     -21.36204     -19.51037
 16   2     122.051       9.015  0.053828    14.947    15.729    20.813 1237663916801785874     0.325698     0.030194     -21.23411     -20.51091     -18.82635
 16   3     122.030       9.043  0.053701    15.251    16.054    18.769 1237663916801785874     0.252003     0.644613     -20.92705     -20.18384     -18.43015
 16   4     122.058       9.032  0.053382    15.933    16.731    19.514 1237663916801785874     0.135616     0.014594     -20.22886     -19.49149     -17.85850
 16   5     122.058       9.008  0.054606    16.267    16.949    20.287 1237663916801785874     0.536336     0.015451     -19.93569     -19.30663     -18.07999
 16   6     122.083       9.017  0.053388    16.684    17.474    19.697 1237663916801785874     1.525383     1.558970     -19.48120     -18.74777     -16.93289
 17   1     123.499       9.701  0.052966    14.602    15.468    19.478 1237663916801786266     0.475783     0.075362     -21.54501     -20.74136     -18.97470
 17   2     123.478       9.686  0.051009    16.440    17.319    18.936 1237663916801786266     0.326308     0.029379     -19.61890     -18.80032     -17.18910
 17   3     123.482       9.709  0.052445    16.855    17.726    19.596 1237663916801786266     0.534855     0.376338     -19.27256     -18.45910     -16.55113
 17   4     123.457       9.701  0.052928    17.055    17.897    19.590 1237663916801786266     0.124929     0.217974     -19.08776     -18.30953     -16.67860
 18   1     124.187      27.592  0.040710    14.579    15.343    20.632 1237651496831483940     0.770642     0.046222     -20.96345     -20.23758     -18.75181
 18   2     124.246      27.628  0.040716    15.011    15.835    18.859 1237651496831483940     0.075652     0.035509     -20.53550     -19.74818     -18.03876
 18   3     124.280      27.584  0.040492    16.718    16.992    19.243 1237651496831483940 -1000.000000     0.059566     -18.80476     -18.48622     -17.56059
 18   4     124.270      27.641  0.041001    16.844    17.636    18.896 1237651496831483940     0.047893     0.046940     -18.71636     -17.96219     -16.39182
 19   1     125.293      35.793  0.062445    14.141    15.043    19.844 1237651496831483938     0.679311     0.070787     -22.38742     -21.56712     -19.70484
 19   2     125.314      35.754  0.059752    14.996    15.807    18.650 1237651496831483938     0.198143     0.019500     -21.42386     -20.68715     -19.04527
 19   3     125.313      35.840  0.062647    15.801    16.658    20.461 1237651496831483938     0.623676     0.078868     -20.73320     -19.95618     -18.13228
 19   4     125.273      35.805  0.059478    16.331    17.204    20.062 1237651496831483938     0.044885     0.015248     -20.08517     -19.28566     -17.42000
 19   5     125.257      35.759  0.059868    16.418    17.254    19.611 1237651496831483938     0.292706     0.068995     -20.00925     -19.24780     -17.52381
 19   6     125.249      35.832  0.062221    16.949    17.828    17.258 1237651496831483938     0.535916     0.036456     -19.56721     -18.77244     -17.06525
 19   7     125.332      35.846  0.061716    17.115    17.919    19.556 1237651496831483938     0.764742     0.026416     -19.38091     -18.65214     -16.94921
 20   1     125.923      21.435  0.017918    13.012    13.759    18.738 1237651496831483941     1.173093     0.157834     -20.69184     -19.94708     -18.40113
 20   2     125.893      21.348  0.018772    13.799    14.296    18.196 1237651496831483941     1.131623     0.378730     -20.00486     -19.49889     -18.48992
 20   3     125.886      21.338  0.018832    14.254    14.674    19.063 1237651496831483941     0.405591     0.097667     -19.56044     -19.12241     -18.44348
 20   4     125.968      21.419  0.017794    15.657    16.221    19.223 1237651496831483941     2.855033     0.188001     -18.03032     -17.46267     -16.31927
 21   1     126.569      17.362  0.066702    14.730    15.302    18.878 1237651496831483947     0.288111     0.022275     -21.92200     -21.38814     -20.24582
 21   2     126.551      17.325  0.066939    15.783    16.505    18.193 1237651496831483947     0.119371     0.013247     -20.88699     -20.24084     -18.87457
 21   3     126.612      17.346  0.066771    16.633    17.253    19.536 1237651496831483947     0.476955     0.021685     -20.02401     -19.45546     -18.24182
 21   4     126.533      17.375  0.065023    17.255    17.928    20.214 1237651496831483947     0.054143     0.014008     -19.35518     -18.73534     -17.11708
 22   1     126.783      17.969  0.058740    14.635    15.492    18.820 1237651496831615081     0.557680     0.129716     -21.75104     -20.96608     -19.13355
 22   2     126.802      17.985  0.056604    15.224    16.108    19.763 1237651496831615081     0.500181     0.060790     -21.07821     -20.26249     -18.41295
 22   3     126.779      17.989  0.058384    15.470    16.324    18.805 1237651496831615081     0.244331     0.032034     -20.90008     -20.11944     -18.35685
 22   4     126.755      18.014  0.060586    15.565    16.324    18.252 1237651496831615081     0.676672     0.034704     -20.88112     -20.19406     -18.71142
 22   5     126.773      18.041  0.058817    16.034    16.841    19.394 1237651496831615081     0.159471     0.731339     -20.34747     -19.61448     -18.08113
 22   6     126.789      18.019  0.058198    16.108    16.954    19.872 1237651496831615081     0.150050     0.040976     -20.25546     -19.48138     -17.70439
 22   7     126.800      17.984  0.057621    17.192    17.979    20.127 1237651496831615081     0.823844     1.620442     -19.14551     -18.42475     -16.74319
 22   8     126.768      17.987  0.058606    17.365    18.013    18.447 1237651496831615081     0.111549     0.022352     -18.99843     -18.40020     -17.12393
 23   1     127.680      58.075  0.046947    14.611    15.597    18.745 1237651496831615078     0.556342     0.180111     -21.26490     -20.31385     -18.32700
 23   2     127.675      58.040  0.046762    16.216    17.101    19.977 1237651496831615078     0.105503     0.020180     -19.64612     -18.81021     -17.11761
 23   3     127.637      58.079  0.045730    16.858    17.763    18.421 1237651496831615078     0.332706     0.032584     -18.95407     -18.09396     -16.37267
 23   4     127.648      58.058  0.045760    17.011    17.753    18.173 1237651496831615078     0.095707     0.030520     -18.79852     -18.09900     -16.51210
 24   1     127.936      39.671  0.057941    14.756    15.637    19.102 1237651496831615083     0.962750     0.174827     -21.59988     -20.78940     -18.90125
 24   2     127.924      39.683  0.056083    15.379    16.206    18.062 1237651496831615083     0.249083     0.029209     -20.89772     -20.13776     -18.40451
 24   3     127.931      39.669  0.057780    15.610    16.427    20.711 1237651496831615083     0.328779     0.259892     -20.73372     -19.98703     -18.32397
 24   4     127.930      39.654  0.058748    17.444    18.270    17.724 1237651496831615083     0.325785     0.019960     -18.94259     -18.18567     -16.31759
 25   1     128.717      44.637  0.038103    14.213    15.052    18.714 1237651496831615082     4.445358     0.327905     -21.18401     -20.37631     -18.56357
 25   2     128.656      44.619  0.037865    15.365    16.146    20.038 1237651496831615082     0.059081     0.023874     -20.01565     -19.26656     -17.63714
 25   3     128.674      44.594  0.038568    16.777    17.139    18.581 1237651496831615082     0.093184     0.056199     -18.63736     -18.24773     -17.35336
 25   4     128.751      44.672  0.037564    17.180    17.634    18.468 1237651496831615082     1.861094     0.085170     -18.17889     -17.71152     -16.18302
 26   1     129.138      54.041  0.030909    13.863    14.705    19.511 1237673808117498264     0.517155     0.219004     -21.06150     -20.23647     -18.46395
 26   2     129.020      53.986  0.032303    16.007    16.641    19.286 1237673808117498264     0.418814     0.031424     -19.01215     -18.39297     -17.05669
 26   3     129.057      53.966  0.030835    16.082    16.688    20.237 1237673808117498264     0.491353     0.043387     -18.83254     -18.23607     -17.03214
 26   4     129.049      54.045  0.031738    16.527    17.231    20.514 1237673808117498264     0.206395     0.042719     -18.45495     -17.76915     -16.11214
 27   1     129.932      53.014  0.044701    14.717    15.558    19.464 1237673808117498246     0.668662     0.127571     -21.04244     -20.24529     -18.47259
 27   2     129.934      52.954  0.046428    14.975    15.800    18.616 1237673808117498246     0.581407     0.093327     -20.86977     -20.09274     -18.37676
 27   3     129.986      53.024  0.045766    17.114    17.735    19.295 1237673808117498246     0.517782     0.072254     -18.68988     -18.09715     -16.81851
 27   4     129.894      53.021  0.046666    17.259    17.802    18.903 1237673808117498246     0.353518     0.055186     -18.59206     -18.05734     -16.51250
 28   1     130.549      52.773  0.045093    13.422    14.362    20.155 1237673808117498266     1.011518     0.114502     -22.36024     -21.45845     -19.53779
 28   2     130.674      52.746  0.045297    14.956    15.700    19.246 1237673808117498266     0.133470     0.112846     -20.83135     -20.12787     -18.42539
 28   3     130.609      52.783  0.045825    15.930    16.768    19.562 1237673808117498266     0.060524     0.011726     -19.88560     -19.09503     -17.35507
 28   4     130.580      52.820  0.045730    16.150    16.570    19.480 1237673808117498266     0.320226     0.062897     -19.64699     -19.21321     -18.20113
 29   1     130.855      36.189  0.053639    14.296    15.173    20.037 1237673808117563770     0.441939     0.058576     -21.88144     -21.06652     -19.23501
 29   2     130.818      36.228  0.054197    14.438    15.233    18.558 1237673808117563770     0.496995     0.037985     -21.75789     -21.02584     -19.43110
 29   3     130.821      36.203  0.054615    16.091    16.895    19.505 1237673808117563770     0.312189     0.015723     -20.12267     -19.38293     -17.77403
 29   4     130.896      36.210  0.052821    17.116    17.969    19.641 1237673808117563770     1.353912     0.073270     -19.02036     -18.23329     -16.72749
 30   1     131.461      53.992  0.031469    13.549    14.398    18.724 1237660561894342749   -99.900002   -99.900002     -21.41673     -20.58515     -18.75188
 30   2     131.521      53.994  0.030538    15.006    15.777    18.659 1237660561894342749     0.401882     0.053233     -19.88975     -19.13739     -17.47314
 30   3     131.382      53.959  0.031251    15.070    15.914    19.647 1237660561894342749     0.349616     0.051535     -19.87962     -19.05311     -17.18171
 30   4     131.463      54.002  0.030977    15.443    16.237    20.268 1237660561894342749     0.116608     0.032034     -19.48553     -18.71061     -16.96351
 30   5     131.502      53.989  0.030349    16.521    17.248    20.546 1237660561894342749     0.096020     0.029240     -18.32594     -17.61650     -16.09969
 31   1     132.532       2.648  0.060023    14.202    15.097    19.396 1237660561894342750     5.514234    18.001551     -22.23444     -21.41606     -19.57750
 31   2     132.487       2.570  0.060220    15.860    16.716    18.864 1237660561894342750     0.228103     0.022855     -20.58279     -19.80255     -18.00863
 31   3     132.505       2.654  0.060860    16.644    17.473    18.321 1237660561894342750     0.066649     0.007235     -19.82076     -19.06820     -17.32804
 31   4     132.528       2.652  0.060714    17.153    18.024    19.533 1237660561894342750     0.025566     0.032487     -19.30990     -18.51549     -16.67113
 32   1     132.595      55.379  0.031202    13.231    14.088    19.340 1237660561894342836     1.000970     0.191025     -21.71454     -20.87494     -19.07516
 32   2     132.721      55.419  0.030938    14.532    15.331    20.648 1237660561894342836     0.859950     0.108860     -20.39315     -19.61383     -17.92830
 32   3     132.606      55.390  0.032017    15.245    15.997    18.442 1237660561894342836     0.344528     0.604929     -19.75649     -19.02561     -17.36056
 32   4     132.532      55.370  0.032055    15.406    16.211    18.589 1237660561894342836     0.150318     0.013280     -19.59902     -18.81531     -17.15808
 32   5     132.476      55.378  0.030485    15.671    16.445    19.066 1237660561894342836     0.484110     0.053656     -19.22067     -18.46557     -16.86333
 33   1     132.680       1.351  0.043606    14.111    14.820    20.524 1237660561894343091     0.118884     0.019690     -21.58682     -20.91525     -19.44746
 33   2     132.686       1.329  0.043204    14.847    15.622    20.062 1237660561894343091     0.242156     0.117965     -20.83295     -20.09827     -18.43265
 33   3     132.689       1.316  0.043101    15.087    15.909    18.029 1237660561894343091     0.439840     0.025964     -20.58960     -19.80836     -18.03923
 33   4     132.684       1.299  0.043183    16.058    16.747    19.230 1237660561894343091     0.229309     0.024925     -19.61781     -18.96250     -17.43341
 34   1     134.116      14.527  0.071293    14.425    15.341    20.526 1237658192145023085     0.350201     0.075011     -22.41162     -21.59710     -19.72680
 34   2     134.104      14.579  0.070859    16.419    17.318    19.735 1237658192145023085     0.162607     0.014665     -20.40348     -19.60305     -17.72395
 34   3     134.127      14.528  0.069970    16.537    17.442    19.342 1237658192145023085     0.065389     0.030864     -20.25636     -19.44859     -17.54555
 34   4     134.100      14.514  0.072517    17.424    18.306    19.327 1237658192145023085     0.112680     0.018950     -19.44673     -18.66980     -16.91681
 35   1     134.274      40.014  0.097134    14.596    15.804    18.420 1237658192145023296     1.250397     0.629629     -22.98373     -21.92566     -18.75884
 35   2     134.246      39.981  0.097295    15.987    16.977    19.536 1237658192145023296     0.757227     0.074697     -21.58019     -20.75743     -18.90245
 35   3     134.314      40.005  0.098514    16.976    17.905    17.905 1237658192145023296     0.304575     0.024551     -20.61903     -19.84456     -17.98261
 35   4     134.281      40.006  0.097549    17.275    18.145    19.054 1237658192145023296     0.085700     0.015818     -20.29317     -19.55910     -17.71996
 35   5     134.275      40.023  0.096566    17.530    18.498    19.818 1237658192145023296     0.078678     1.067830     -20.02991     -19.21182     -17.13135
 36   1     134.586      17.538  0.049795    13.943    14.798    19.847 1237658192145023088     0.213484     0.030315     -22.06343     -21.26296     -19.49249
 36   2     134.601      17.597  0.048845    15.763    16.186    18.342 1237658192145023088     0.224677     0.020642     -20.18205     -19.74757     -18.76941
 36   3     134.504      17.600  0.050884    16.337    16.892    18.274 1237658192145023088     0.141352     0.008550     -19.70354     -19.16899     -18.02844
 36   4     134.568      17.552  0.049229    16.461    17.262    19.058 1237658192145023088     0.053838     0.016591     -19.51610     -18.76822     -17.13733
 37   1     136.234      17.455  0.029944    13.130    13.944    20.391 1237658192145023316     0.984596     0.141175     -21.72270     -20.92529     -19.20430
 37   2     136.229      17.426  0.030304    14.724    15.548    20.119 1237658192145023316     0.061041     0.011376     -20.15504     -19.34905     -17.64029
 37   3     136.211      17.450  0.027769    14.742    15.504    18.868 1237658192145023316     0.539394     0.044598     -19.94091     -19.19370     -17.60457
 37   4     136.270      17.469  0.029005    15.713    16.406    17.560 1237658192145023316     0.468072     0.039919     -19.06466     -18.38772     -17.14450
 37   5     136.208      17.461  0.028709    15.871    16.637    19.407 1237658192145023316     0.052028     0.008443     -18.88656     -18.13589     -16.48917
 38   1     136.339      18.313  0.014890    11.829    12.661    20.028 1237667781733515294   -99.900002   -99.900002     -21.46424     -20.62973     -18.86663
 38   2     136.162      18.464  0.012309    12.879    13.408    18.162 1237667781733515294     1.807044     0.071053     -19.99864     -19.46234     -18.57945
 38   3     136.385      18.262  0.015130    13.722    14.520    19.957 1237667781733515294     0.358467     0.022173     -19.60707     -18.80808     -17.08739
 38   4     136.326      18.442  0.014916    14.408    15.122    20.684 1237667781733515294     0.508656     0.030011     -18.88848     -18.17545     -16.67115
 38   5     136.164      18.257  0.013072    14.526    15.292    19.531 1237667781733515294     0.312153     0.039997     -18.47894     -17.71211     -16.02769
 39   1     136.346      28.251  0.027548    13.933    14.728    20.414 1237667782270320902     1.955464     0.238250     -20.73167     -19.95124     -18.26029
 39   2     136.303      28.260  0.027769    15.590    16.494    19.731 1237667782270320902     2.389513     0.133627     -19.09389     -18.19643     -16.36062
 39   3     136.309      28.225  0.027172    16.434    17.064    18.428 1237667782270320902     0.671106     0.069645     -18.19711     -17.57565     -16.41126
 39   4     136.295      28.285  0.027945    16.620    17.375    19.435 1237667782270320902     1.512492     0.060670     -18.07615     -17.33620     -15.86153
 40   1     137.634      50.433  0.016629    12.631    13.537    17.475 1237670965913780814     6.821529     1.031741     -20.90736     -19.99481     -18.21103
 40   2     137.665      50.380  0.017569    12.809    13.615    18.753 1237670965913780814     0.785947     0.043168     -20.85153     -20.04599     -18.25408
 40   3     137.550      50.401  0.016991    13.271    14.118    19.364 1237670965913780814     0.222357     0.022368     -20.31539     -19.46603     -17.63236
 40   4     137.477      50.418  0.016197    14.717    15.439    18.796 1237670965913780814     0.277140     0.025047     -18.76261     -18.04198     -16.47810
 40   5     137.387      50.282  0.017265    14.891    15.679    17.961 1237670965913780814     1.919767     0.301778     -18.73047     -17.94408     -16.26831
 41   1     138.979      10.133  0.032284    13.688    14.396    19.776 1237670922964304003     0.463794     0.100646     -21.33218     -20.64350     -19.08714
 41   2     138.941      10.147  0.032062    14.272    15.121    20.114 1237670922964304003   -99.900002   -99.900002     -20.73531     -19.90478     -18.12357
 41   3     138.998      10.165  0.031363    15.960    16.487    19.670 1237670922964304003     0.129245     0.026544     -18.99151     -18.46494     -17.31073
 41   4     138.900      10.159  0.031447    16.619    17.413    18.764 1237670922964304003     1.123274     0.042053     -18.34240     -17.56953     -16.03055
 42   1     139.174      30.915  0.024033    12.779    13.741    19.164 1237667730193449463     0.907392     0.175308     -21.58080     -20.61090     -18.75388
 42   2     139.065      30.824  0.023570    14.243    15.029    19.122 1237667730193449463     0.808176     0.077089     -20.07253     -19.29506     -17.64206
 42   3     139.157      30.905  0.024062    14.393    15.191    19.422 1237667730193449463     0.309350     0.089394     -19.96842     -19.17940     -17.51572
 42   4     139.192      30.911  0.024111    15.085    15.862    19.212 1237667730193449463     0.046011     0.019419     -19.28164     -18.51381     -16.83062
 43   1     139.175      27.355  0.048399    14.584    15.222    20.521 1237670965913845830     0.134754     0.036639     -21.34644     -20.74344     -19.44348
 43   2     139.205      27.355  0.047749    15.240    16.030    20.936 1237670965913845830     1.159391     0.103216     -20.66544     -19.92721     -18.42269
 43   3     139.188      27.364  0.047963    16.598    17.260    21.058 1237670965913845830     0.210833     0.024245     -19.31031     -18.68914     -17.55392
 43   4     139.165      27.379  0.045212    17.553    18.112    19.149 1237670965913845830     0.501536     0.022679     -18.22051     -17.67817     -16.53193
 44   1     139.195      43.713  0.031774    13.825    14.655    19.785 1237653587944538173     0.158196     0.049742     -21.16188     -20.35149     -18.58063
 44   2     139.210      43.719  0.029997    14.799    15.569    19.872 1237653587944538173     0.096403     0.038324     -20.05685     -19.30517     -17.65837
 44   3     139.220      43.714  0.028341    14.879    15.565    18.509 1237653587944538173     0.452264     0.020041     -19.84755     -19.17518     -17.86650
 44   4     139.244      43.689  0.028670    16.206    16.989    18.158 1237653587944538173     5.323722     0.884699     -18.54724     -17.78156     -16.37786
 45   1     139.171      29.340  0.037082    14.300    15.153    15.188 1237654390566551605     0.191145     0.086264     -21.03574     -20.21078     -18.47151
 45   2     139.284      29.371  0.036219    14.657    15.281    20.387 1237654390566551605     2.844147     0.914826     -20.61826     -20.01350     -18.88512
 45   3     139.251      29.351  0.037108    15.475    15.922    19.702 1237654390566551605     0.190626     0.166978     -19.85320     -19.39506     -18.38289
 45   4     139.198      29.354  0.037751    15.950    16.739    19.607 1237654390566551605     0.184684     0.043796     -19.42414     -18.66664     -17.07655
 46   1     140.543      33.849  0.024124    12.978    13.832    18.379 1237653587944538240     0.639391     0.100494     -21.38949     -20.54152     -18.80084
 46   2     140.538      33.901  0.024402    15.096    15.850    19.163 1237653587944538240     0.477685     0.047910     -19.29721     -18.55304     -16.91050
 46   3     140.561      33.938  0.020958    15.522    15.942    19.869 1237653587944538240     1.620652     0.046164     -18.53044     -18.09225     -17.20484
 46   4     140.512      33.864  0.024911    15.945    16.451    20.670 1237653587944538240     0.627454     0.035084     -18.49206     -17.97904     -16.90575
 47   1     140.863      22.326  0.032270    14.164    14.994    19.220 1237653587944472893   -99.900002   -99.900002     -20.85754     -20.04769     -18.32442
 47   2     140.858      22.317  0.031153    14.776    15.450    18.926 1237653587944472893     5.173412    11.051200     -20.16530     -19.50500     -17.76772
 47   3     140.880      22.308  0.030052    15.194    16.032    20.624 1237653587944472893     1.520827     0.084855     -19.66702     -18.84571     -17.17036
