-23      -17      0.7072
-22.5    -22.2    0.7822
-22.2    -21.9    0.7789
-21.9    -21.6    0.782
-21.6    -21.3    0.7779
-21.3    -21      0.7697
-21      -20.7    0.761
-20.7    -20.4    0.75
-20.4    -20.1    0.7401
-20.1    -19.8    0.7313
-19.8    -19.5    0.7249
-19.5    -19.2    0.7164
-19.2    -18.9    0.7076
-18.9    -18.6    0.6994
-18.6    -18.3    0.6277
-18.3    -18      0.6159
