i_gru,n_m,Ra,dec,z,thete_g ,mu,sigv,r_b,flag,rabs1,d_ij,tcr,rp,rabs2,Target,ngc,pasiva
35,5,134.28,39.994,0.097295,3.444,25.441,229.078,14.595999999999998,0,-22.969,0.167944,0.0664877,142.6985016,-21.58,Loose,35,5
36,4,134.55200000000002,17.577,0.049512,6.109,26.139,295.97,13.943,0,-22.055,0.17773350000000002,0.054460400000000006,130.29710390000002,-20.177,Field,36,2
37,5,136.24,17.455,0.029005,3.758,24.103,335.04699999999997,13.13,0,-21.714000000000002,0.0502642,0.0136054,47.186981200000005,-20.146,Field,37,4
38,5,136.27200000000002,18.362000000000002,0.01489,17.543,26.081999999999997,397.75699999999995,11.829,0,-21.456,0.15336770000000002,0.034968400000000004,113.4161606,-19.989,Loose,38,4
39,4,136.311,28.256999999999998,0.027658999999999996,3.8289999999999997,25.111,112.488,13.933,0,-20.723000000000003,0.05825399999999999,0.0469653,45.858081799999994,-19.082,Loose,39,3
40,5,137.51,50.358000000000004,0.016991,13.107000000000001,25.779,179.537,12.630999999999998,0,-20.897,0.1003957,0.050713,96.6575699,-20.844,Field,40,5
41,4,138.94899999999998,10.162,0.031755,5.768,25.499000000000002,149.689,13.687999999999999,0,-21.325,0.08282289999999999,0.0501787,79.237236,-20.725,Loose,41,2
42,4,139.129,30.866999999999997,0.024047,8.376,25.509,73.143,12.779000000000002,0,-21.566,0.09017489999999999,0.1118077,87.2886276,-20.064,FIl,42,4
43,4,139.185,27.366999999999997,0.047856,2.571,24.644000000000002,432.80800000000005,14.584000000000001,0,-21.343000000000004,0.062257799999999995,0.0130454,53.01718520000001,-20.660999999999998,Field,43,1
44,4,139.219,43.701,0.029332999999999998,2.536,23.778000000000002,514.923,13.825,0,-21.151999999999997,0.036679699999999996,0.0064602,32.195232399999995,-20.049,Field,44,3
45,4,139.22799999999998,29.355,0.037094999999999996,6.212000000000001,26.000999999999998,204.675,14.3,0,-21.026,0.1116874,0.049487800000000005,99.56081390000001,-20.614,VoiR,45,2
46,4,140.55200000000002,33.893,0.024263,5.42,24.989,537.413,12.978,0,-21.38,0.0597741,0.010087,56.9838333,-19.289,Loose,46,2
47,4,140.871,22.316999999999997,0.031389999999999994,1.4680000000000002,22.769000000000002,315.586,14.164000000000001,0,-20.848000000000003,0.031225299999999998,0.0089732,19.9326401,-20.157,Node,47,3
48,4,140.915,24.479,0.034652999999999996,5.388999999999999,25.323,350.23400000000004,13.577,0,-21.642,0.1161615,0.030079,80.7353745,-20.401,Field,48,4
49,4,141.22899999999998,42.152,0.048164,2.5610000000000004,24.712,517.8969999999999,14.392000000000001,0,-21.537,0.0542119,0.0094932,53.159797700000006,-19.48,Field,49,3
50,4,141.615,22.1,0.026841000000000004,4.541,25.009,56.184,13.770999999999999,0,-20.823,0.0619773,0.1000413,52.783443500000004,-20.122,FIl,50,1
51,5,141.814,23.037,0.030226999999999997,4.762,24.61,493.01099999999997,13.295,0,-21.339000000000002,0.06623,0.0121831,62.284626,-20.292,Loose,51,3
52,4,141.99,30.01,0.027545,3.5580000000000003,23.585,386.384,12.58,0,-22.075,0.0514284,0.012071,42.443615,-20.339000000000002,Loose,52,3
53,5,142.451,21.429000000000002,0.035077,6.959,25.793000000000003,159.649,13.89,0,-21.32,0.0805141,0.04573680000000001,105.5219574,-21.055,Field,53,4
54,4,143.804,24.596999999999998,0.062298,2.189,24.531,226.71599999999998,14.534,0,-21.975,0.0667782,0.026712299999999998,58.5553322,-19.8,Field,54,2
55,5,144.433,17.083,0.028685000000000002,6.357,26.07,400.455,14.302,0,-20.442999999999998,0.10219919999999999,0.023144799999999997,78.94345859999999,-19.68,Field,55,5
56,5,144.441,23.184,0.025997000000000003,7.815,25.857,111.804,13.687999999999999,0,-20.838,0.1288359,0.1045056,88.0096207,-20.642,Field,56,1
57,4,145.466,14.954,0.026851999999999997,3.39,24.729,196.805,14.057,0,-20.522,0.0503211,0.0231886,39.427433,-19.23,Field,57,1
58,5,145.623,4.293,0.029997000000000003,8.371,25.925,273.703,13.155999999999999,0,-21.691,0.1268774,0.04204,108.6749496,-19.904,Field,58,3
59,4,145.967,11.027999999999999,0.022112,6.965,25.447,206.422,13.267000000000001,0,-20.85,0.0929805,0.040850300000000006,66.7648468,-20.358,Field,59,3
60,4,146.028,42.638000000000005,0.018683,5.6370000000000005,25.463,102.00299999999999,13.380999999999998,0,-20.379,0.0524323,0.0466172,45.693172499999996,-18.075,Loose,60,1
61,4,146.328,34.703,0.041539,1.7790000000000001,23.913,119.125,14.468,0,-21.125999999999998,0.0362075,0.0275649,31.901643800000002,-19.352,Loose,61,3
62,5,146.72299999999998,22.070999999999998,0.026037,10.681,25.583000000000002,160.04399999999998,12.775,0,-21.737,0.1085067,0.0614859,120.4591217,-21.669,Field,62,5
63,4,147.415,34.68,0.039793,6.563,25.304000000000002,91.84200000000001,12.987,0,-22.489,0.2019217,0.1993896,112.7713547,-20.705,Field,63,3
64,4,147.441,9.084,0.018945,10.460999999999999,25.915,213.232,13.059000000000001,0,-20.723000000000003,0.0886902,0.0377209,85.9779968,-20.391,Field,64,3
65,4,147.584,25.805999999999997,0.054059,6.526,26.293000000000003,335.48900000000003,14.195,0,-21.923000000000002,0.21522339999999998,0.05817959999999999,151.8096771,-21.204,Field,65,1
67,4,148.269,19.402,0.025965,4.915,24.486,309.781,12.833,0,-21.724,0.05549490000000001,0.0162464,55.2848167,-20.019000000000002,Loose,67,4
68,6,148.30700000000002,7.837000000000001,0.041757999999999997,5.465,25.747,227.326,14.572000000000001,0,-21.035,0.1358556,0.0541986,98.48728940000001,-20.724,Field,68,4
69,4,149.088,20.500999999999998,0.025606,3.031,23.636,229.455,13.517000000000001,0,-20.945999999999998,0.0468653,0.0185231,33.618969,-20.656999999999996,Loose,69,3
70,4,149.096,37.633,0.023408,5.667000000000001,25.746,111.861,14.182,0,-20.145,0.0774962,0.0628289,57.496418000000006,-19.984,Field,70,3
71,5,150.64,32.711,0.051116,1.2770000000000001,22.488000000000003,219.99200000000002,13.799000000000001,0,-22.273000000000003,0.0394274,0.0162537,28.118162199999997,-20.853,Loose,71,5
72,4,150.868,37.457,0.022474,2.878,24.37,397.54900000000004,14.19,0,-20.051,0.0384935,0.008781200000000001,28.0354137,-19.576,Loose,72,4
73,4,151.012,31.098000000000003,0.022236000000000002,12.331,26.276999999999997,243.87099999999998,12.448,0,-21.662,0.1665419,0.061933,118.8737869,-19.414,VoiS,73,2
74,4,151.089,0.506,0.047548,3.568,25.129,241.97299999999998,14.355,0,-21.548000000000002,0.1181009,0.0442634,73.11882779999999,-20.187,FIl,74,4
75,6,151.27700000000002,46.702,0.025054,6.733,25.76,236.91299999999998,13.955,0,-20.472,0.10961069999999999,0.041958800000000004,73.0864182,-19.916,Field,75,3
76,4,151.282,0.609,0.063715,3.971,25.906,164.63299999999998,14.542,0,-22.028000000000002,0.1703608,0.0938451,108.62033079999999,-19.689,Loose,76,4
77,4,151.406,0.588,0.022261000000000003,8.486,25.65,126.185,13.512,0,-20.65,0.0920276,0.0661409,81.89486690000001,-20.503,Field,77,4
78,4,152.85399999999998,37.891,0.054448,1.9040000000000001,24.052,138.042,14.700999999999999,0,-21.484,0.0575403,0.0378024,44.598995200000005,-21.11,Loose,78,3
79,4,153.49,38.664,0.021676,3.997,23.635,274.244,13.043,0,-21.081,0.0380906,0.0125962,37.567588799999996,-21.058000000000003,Loose,79,4
80,4,153.52700000000002,14.457,0.030741,9.423,25.961,143.61700000000002,13.399000000000001,0,-21.521,0.12803119999999998,0.08084789999999999,125.33734129999999,-21.145,Field,80,4
81,6,153.804,60.141999999999996,0.072774,2.795,24.548000000000002,324.665,14.585,0,-22.316999999999997,0.08391280000000001,0.0234397,87.1414032,-21.148000000000003,Field,81,6
82,4,154.469,37.165,0.04532,5.994,26.268,183.60299999999998,14.082,0,-21.686,0.1252528,0.0618683,117.13838200000001,-19.745,Field,82,2
83,5,154.561,48.897,0.062183,4.205,25.763,173.405,14.565,0,-21.945,0.13195810000000002,0.0690135,112.29004669999999,-20.502,Loose,83,3
84,4,154.743,16.13,0.029872000000000003,5.943,25.546,162.47799999999998,13.509,0,-21.316,0.0866755,0.0483794,76.8328247,-20.172,Loose,84,3
85,4,154.841,49.083999999999996,0.056872000000000006,4.0089999999999995,25.498,336.656,14.314,0,-21.889,0.1022105,0.0275339,98.0479965,-20.836,VoiS,85,3
86,4,155.276,0.6559999999999999,0.055187,3.24,25.337,212.65,14.565,0,-21.721999999999998,0.1230616,0.052482600000000004,76.92539980000001,-20.4,Field,86,1
87,4,155.542,38.522,0.056034,1.1,22.372,540.094,14.280999999999999,0,-22.033,0.0266308,0.0044716999999999995,26.5190601,-21.526,Node,87,4
88,6,155.83,12.835,0.033385000000000005,5.965,25.068,253.595,13.359000000000002,0,-21.743000000000002,0.0938183,0.033551,86.11459350000001,-20.775,Loose,88,6
89,4,156.124,41.716,0.045943,3.4419999999999997,24.47,710.808,13.568,0,-22.214000000000002,0.09870169999999999,0.0125931,68.17722320000001,-20.49,Field,89,4
90,4,156.21200000000002,9.577,0.046883,2.2640000000000002,23.97,40.369,14.097000000000001,0,-21.773000000000003,0.048793500000000004,0.10961549999999999,45.761337299999994,-20.79,Field,90,3
91,4,156.412,10.364,0.047487,5.129,25.93,357.67199999999997,14.299000000000001,0,-21.555,0.1220413,0.030944299999999998,104.9728088,-20.656999999999996,Field,91,3
92,5,156.469,13.729000000000001,0.032938,3.3539999999999996,23.944000000000003,219.52200000000002,13.571,0,-21.506999999999998,0.0605121,0.024999,47.7842598,-21.029,Field,92,3
93,4,156.632,10.936,0.033481,4.497,25.48,387.207,14.333,0,-20.738000000000003,0.0866628,0.020297799999999998,65.11536410000001,-20.472,Node,93,3
94,5,156.75799999999998,16.074,0.034685,6.827000000000001,25.267,174.533,13.552,0,-21.622,0.10788139999999999,0.0560568,102.37026209999999,-21.357,Field,94,4
95,4,156.893,1.218,0.023396,5.461,25.054000000000002,100.42299999999999,13.549000000000001,0,-20.755,0.062301300000000004,0.056262900000000005,55.37871170000001,-20.372,Field,95,2
96,6,157.238,8.496,0.048632999999999996,3.1639999999999997,24.362,289.758,14.103,0,-21.844,0.0798566,0.024993900000000003,66.30137629999999,-21.129,Loose,96,6
97,4,157.256,3.13,0.073808,1.631,23.888,281.499,14.719000000000001,0,-22.19,0.0754632,0.024311900000000004,51.5702591,-21.278000000000002,Node,97,4
98,4,157.28799999999998,37.562,0.051462,4.873,26.065,92.552,14.439,0,-21.624000000000002,0.1531276,0.1500474,107.9922104,-20.315,Field,98,2
99,4,157.58,21.191,0.043576,4.328,25.284000000000002,180.988,13.844000000000001,0,-21.839000000000002,0.1084095,0.0543222,81.3549957,-20.255,Field,99,3
100,7,157.811,25.954,0.021455000000000002,12.225,26.114,166.50799999999998,13.382,0,-20.77,0.1679278,0.0914631,113.72509,-20.47,VoiS,100,4
101,4,158.548,61.623999999999995,0.031319,2.042,23.000999999999998,232.584,13.357999999999999,0,-21.605999999999998,0.039553899999999996,0.015423,27.668716399999997,-20.504,Loose,101,4
102,4,158.563,56.713,0.044944,3.457,25.487,324.817,14.765999999999998,0,-21.009,0.08636310000000001,0.024112900000000003,67.01008610000001,-19.724,FIl,102,4
103,4,158.754,4.803999999999999,0.03107,3.852,25.404,192.15200000000002,14.329,0,-20.548000000000002,0.0958662,0.0452459,51.782196,-19.17,Field,103,3
104,4,158.94,21.070999999999998,0.023768,2.7569999999999997,24.035,217.06599999999997,13.667,0,-20.743000000000002,0.0442696,0.0184958,28.3995647,-19.625,VoiS,104,0
105,4,159.17,5.537999999999999,0.030780000000000002,4.581,25.463,246.459,14.077,0,-20.866999999999997,0.0842013,0.0309837,61.0131378,-19.422,Field,105,4
106,4,159.817,-0.305,0.019944,12.739,26.184,37.48,12.527999999999999,0,-21.404,0.16895090000000001,0.40880809999999995,110.2041245,-20.311,Field,106,2
107,4,160.091,6.856,0.0315,5.246,25.949,45.398,14.677999999999999,0,-20.289,0.09827469999999999,0.1963185,71.4951935,-20.25,Loose,107,4
108,4,160.829,57.681000000000004,0.046905,4.595,25.92,156.162,14.332,0,-21.508000000000003,0.13888440000000002,0.0806562,92.9149323,-19.735,Field,108,3
109,4,160.94299999999998,55.795,0.026716000000000004,4.183,25.096,137.747,14.412,0,-20.203,0.0619203,0.040767000000000005,48.4022675,-19.894000000000002,Field,109,3
110,4,161.963,30.659000000000002,0.035172,5.572,25.666,287.327,14.24,0,-21.011,0.0920247,0.029046100000000002,84.71181490000001,-20.791999999999998,Loose,110,4
111,5,162.30700000000002,29.855999999999998,0.032533,6.732,25.978,47.751000000000005,13.81,0,-21.205,0.1215078,0.23076950000000002,94.7302551,-20.026,Field,111,1
112,4,162.523,0.33,0.04088,4.109,24.7,437.00199999999995,13.455,0,-22.054000000000002,0.0731032,0.015170900000000001,72.51248170000001,-20.608,Loose,112,4
113,5,162.866,3.65,0.043081,3.995,25.186999999999998,189.222,14.36,0,-21.309,0.043012199999999993,0.0206148,74.26001740000001,-20.387999999999998,Loose,113,3
114,5,162.969,50.934,0.025639,11.220999999999998,26.151,527.63,13.140999999999998,0,-21.354,0.1463139,0.0251487,124.6267853,-20.604,Loose,114,4
115,4,164.292,5.079,0.057789,4.101,25.941,297.49,14.735,0,-21.549,0.1464429,0.0446431,101.8827744,-20.058,Field,115,4
116,4,164.637,1.3980000000000001,0.041937999999999996,3.54,24.788,425.45300000000003,14.065,0,-21.546999999999997,0.0985614,0.0210095,64.06818390000001,-20.465999999999998,Loose,116,4
117,4,164.81400000000002,5.242000000000001,0.036986,6.0360000000000005,25.868000000000002,378.26,13.725,0,-21.566,0.1374971,0.0329657,96.45571899999999,-19.725,Field,117,1
118,4,165.179,10.493,0.037613,7.2829999999999995,25.168000000000003,486.724,13.322000000000001,0,-22.055,0.1685933,0.0314136,118.346756,-21.665,Loose,118,4
119,5,165.325,9.287,0.037379,3.253,24.694000000000003,163.388,14.445,0,-20.899,0.0568456,0.031552699999999996,52.5284576,-20.11,Loose,119,5
120,4,165.544,37.968,0.029501,4.276,25.434,54.74100000000001,14.367,0,-20.434,0.074702,0.1237593,54.59950260000001,-19.989,Loose,120,2
121,4,166.21,4.294,0.026376,4.308,24.429000000000002,75.405,13.337,0,-21.215999999999998,0.0549769,0.066121,49.21857070000001,-20.317,Field,121,2
122,4,166.545,9.066,0.07546900000000001,2.4730000000000003,24.705,187.532,14.661,0,-22.320999999999998,0.09247689999999999,0.0447214,79.88795470000001,-20.895,Loose,122,2
123,4,166.705,14.225,0.046457,2.762,24.264,555.866,14.027000000000001,0,-21.8,0.0796168,0.012989500000000001,55.313663500000004,-20.462,Field,123,2
124,5,167.03599999999997,55.903,0.050675,4.563,25.735,222.015,14.375,0,-21.679000000000002,0.1135069,0.0463659,99.59609990000001,-20.573,FIl,124,3
125,4,167.105,31.980999999999998,0.048668,4.79,25.526999999999997,194.68099999999998,14.450999999999999,0,-21.47,0.1084905,0.050539099999999997,100.43783570000001,-21.105999999999998,Field,125,4
126,5,167.291,26.634,0.038627999999999996,7.252999999999999,26.125,130.94299999999998,13.841,0,-21.576999999999998,0.1479615,0.1024771,121.0089722,-20.866,Loose,126,3
127,4,167.47099999999998,21.961,0.033897000000000004,5.002,25.5,324.508,14.31,0,-20.730999999999998,0.0903371,0.025246400000000002,73.31288909999999,-20.493000000000002,Field,127,4
128,4,167.50799999999998,36.979,0.030704000000000002,4.7410000000000005,24.699,193.058,13.863,0,-21.066999999999997,0.0966987,0.0454248,62.987663299999994,-20.64,Field,128,3
129,4,167.78099999999998,39.608000000000004,0.079121,2.503,24.39,406.171,14.354000000000001,0,-22.721999999999998,0.10419669999999999,0.023265099999999997,84.6882172,-21.968000000000004,FIl,129,4
130,4,167.81799999999998,3.943,0.053775,3.509,25.229,318.944,14.327,0,-21.836,0.099924,0.0284128,81.207634,-20.569000000000003,Loose,130,3
131,4,168.023,27.579,0.035825,1.5919999999999999,22.358,432.99300000000005,13.138,0,-22.12,0.0371168,0.0077741,24.6534462,-20.454,Loose,131,4
132,4,168.044,35.454,0.02528,4.621,24.614,204.225,12.985,0,-21.518,0.054921199999999996,0.024388800000000002,50.6129494,-19.564,VoiS,132,2
133,4,168.171,23.27,0.02373,4.644,24.809,365.694,13.642999999999999,0,-20.653000000000002,0.06998,0.0173547,47.7661629,-20.027,VoiS,133,3
134,4,168.34799999999998,2.552,0.07919,1.426,23.319000000000003,691.98,14.703,0,-22.372,0.05904790000000001,0.0077387,48.291141499999995,-22.13,Node,134,4
135,4,168.36700000000002,59.928000000000004,0.036492000000000004,2.66,24.52,122.07,14.502,0,-20.785,0.0553986,0.041157400000000004,41.9528847,-20.22,VoiR,135,2
136,4,168.481,39.421,0.076536,2.505,24.857,366.093,14.599,0,-22.385,0.09931489999999998,0.0246027,82.0543671,-20.64,Loose,136,3
137,5,168.75,4.098,0.040665,3.266,24.572,374.481,13.925999999999998,0,-21.608,0.0557754,0.013507399999999998,57.3363686,-20.191,Loose,137,5
138,5,170.227,0.462,0.025555,9.03,26.035,52.071000000000005,13.856,0,-20.616999999999997,0.1061671,0.184907,99.9695435,-20.465,Field,138,1
139,6,170.59099999999998,24.309,0.026189999999999998,4.067,23.816,228.615,13.16,0,-21.383000000000003,0.0626631,0.024858099999999998,46.1335716,-20.918000000000003,VoiS,139,6
140,6,170.643,59.297,0.050747,2.391,24.695999999999998,238.90900000000002,14.669,0,-21.428,0.0873405,0.0331545,52.2448387,-19.472,Field,140,4
141,4,170.778,56.191,0.067374,2.238,24.275,138.851,14.752,0,-21.965,0.0762505,0.0498026,64.6793747,-21.182,Loose,141,4
142,4,171.049,37.978,0.036431,4.868,25.628,86.306,14.017000000000001,0,-21.27,0.1102867,0.11588910000000001,76.6322556,-19.79,Loose,142,3
143,5,171.11900000000003,55.957,0.053551999999999995,7.66,26.155,274.22700000000003,14.052999999999999,0,-22.103,0.261626,0.0865227,176.55545039999998,-21.677,FIl,143,4
144,6,171.33900000000003,32.292,0.045048000000000005,6.598,25.796,172.926,14.314,0,-21.451999999999998,0.1436955,0.0753602,128.1713409,-21.19,Field,144,2
145,4,171.6,52.15,0.034295,5.3389999999999995,25.19,109.79899999999999,13.251,0,-21.894000000000002,0.12774080000000002,0.10550919999999998,79.1608047,-19.924,Loose,145,3
146,5,171.63,54.786,0.047431,1.632,23.697,103.91799999999999,14.732000000000001,0,-21.162,0.0414881,0.036206800000000004,33.3720284,-19.774,Field,146,2
147,4,171.926,36.079,0.035423,4.084,24.654,68.082,13.6,0,-21.628,0.09985369999999999,0.1330125,62.530265799999995,-20.846,Field,147,3
148,4,172.83900000000003,56.461000000000006,0.060904,2.61,24.747,319.877,14.414000000000001,0,-22.065,0.0891477,0.0252747,68.2909622,-20.098,Node,148,2
149,5,173.166,52.94,0.027669,2.1,23.247,107.215,14.102,0,-20.590999999999998,0.022839099999999998,0.019319,25.1647358,-20.307000000000002,Field,149,3
150,4,173.34,34.291,0.029352,4.62,24.899,661.627,13.911,0,-20.927,0.0620887,0.0085106,58.6967468,-20.768,Field,150,3
151,4,173.642,18.393,0.084869,4.534,25.904,268.969,14.419,0,-22.796,0.1930595,0.065095,164.3490601,-21.427,Field,151,3
152,4,173.655,48.96,0.031594,3.0780000000000003,24.305,828.015,13.967,0,-21.041999999999998,0.0635604,0.0069616,42.0740318,-20.365,Loose,152,3
153,4,173.69299999999998,22.493000000000002,0.067742,3.792,25.49,553.0419999999999,14.341,0,-22.34,0.11631989999999999,0.019074599999999997,110.1761932,-20.494,Loose,153,3
154,4,173.797,51.201,0.027367000000000002,4.761,24.546999999999997,324.795,12.985999999999999,0,-21.676,0.060677699999999994,0.016942500000000003,56.4165115,-20.217,Loose,154,4
155,4,173.99,55.068000000000005,0.056413,1.902,23.44,626.46,13.957,0,-22.378,0.077805,0.011263500000000001,46.140888200000006,-21.335,Node,155,4
156,8,174.269,19.962,0.021965000000000002,8.015,25.715,158.563,13.963,0,-20.18,0.08286639999999999,0.0473955,76.32553100000001,-20.159000000000002,Loose,156,3
157,4,174.27700000000002,2.82,0.03048,3.115,24.932,59.306999999999995,14.405999999999999,0,-20.482,0.0593062,0.0906892,41.0860252,-19.555999999999997,Field,157,1
158,4,174.49099999999999,11.220999999999998,0.036779,5.827000000000001,26.1,33.614000000000004,14.147,0,-21.162,0.14291479999999998,0.3855856,92.607811,-19.663,Field,158,0
159,6,174.514,47.428000000000004,0.034376,6.6610000000000005,25.273000000000003,162.066,13.568,0,-21.57,0.12642989999999998,0.07074860000000001,98.9942245,-21.135,Field,159,4
160,5,174.62099999999998,20.479,0.026806,6.7989999999999995,25.473000000000003,308.228,13.251,0,-21.345,0.061288699999999995,0.018033,78.9337692,-19.877,Field,160,3
161,6,174.804,26.351,0.023938,10.118,26.198,282.21,13.556,0,-20.73,0.13755279999999998,0.0442034,104.9629898,-20.574,Loose,161,4
162,5,175.545,10.315,0.021637,8.822000000000001,24.615,164.533,12.526,0,-21.704,0.0972502,0.053604,82.76782990000001,-21.51,Field,162,3
163,4,175.773,59.56399999999999,0.064985,1.725,23.861,251.082,14.54,0,-22.081,0.0688622,0.024872799999999997,48.10028079999999,-20.735,Node,163,3
164,6,175.86700000000002,-1.6440000000000001,0.0454,5.472,25.365,367.717,13.546,0,-22.26,0.1404885,0.0346486,107.1335983,-20.344,Field,164,4
165,4,176.028,33.513000000000005,0.032536,3.775,23.918000000000003,111.521,12.805,0,-22.234,0.0726424,0.0590735,53.1175346,-20.428,Node,165,3
166,4,176.11900000000003,20.094,0.025172999999999997,2.294,23.399,307.74,13.645999999999999,0,-20.655,0.037982,0.0111932,25.019706699999997,-19.91,Loose,166,3
167,4,176.12900000000002,33.336,0.032568,6.079,25.34,238.602,13.388,0,-21.604,0.1006046,0.0382386,85.6381989,-20.518,Node,167,2
168,4,176.524,20.419,0.024812999999999998,4.471,24.07,180.67,12.544,0,-21.822,0.0609778,0.0306086,48.0709648,-20.254,FIl,168,3
169,4,176.625,35.745,0.036815,4.897,25.649,24.816,14.495,0,-20.82,0.0844416,0.3085969,77.8975296,-20.051,Field,169,1
170,4,176.86,52.453,0.048577999999999996,4.687,25.719,172.766,14.68,0,-21.269000000000002,0.1223795,0.0642406,98.11088559999999,-21.266,Field,170,1
172,4,178.90099999999998,54.89,0.052252999999999994,3.155,24.569000000000003,371.348,14.093,0,-22.011,0.0953079,0.023275999999999998,70.98448940000002,-21.2,FIl,172,4
173,4,179.044,60.474,0.03318,7.849,25.287,140.39,12.524000000000001,0,-22.581,0.14860810000000002,0.095999,112.62784579999999,-20.825,Field,173,2
175,4,179.247,1.119,0.040576,3.4610000000000003,25.271,67.93,14.567,0,-20.97,0.0815347,0.10885299999999999,60.6192245,-20.265,Field,175,1
176,7,179.65,28.362,0.029104,11.423,26.301,233.44299999999998,13.57,0,-21.215,0.1760368,0.0683883,143.9089508,-20.898000000000003,Field,176,7
177,4,179.886,55.528999999999996,0.080874,5.532,26.068,226.38,14.043,0,-23.096999999999998,0.2067938,0.0828437,191.2712555,-21.296999999999997,FIl,177,4
178,4,180.34400000000002,53.478,0.051351999999999995,4.088,25.364,170.794,14.152000000000001,0,-21.893,0.09229839999999999,0.0490094,90.4058075,-20.467,Field,178,4
179,4,181.02200000000002,2.434,0.084138,2.818,24.82,422.43800000000005,14.422,0,-22.840999999999998,0.1623447,0.034852600000000004,101.2951584,-21.256999999999998,Loose,179,4
180,4,181.41099999999997,31.043000000000003,0.024416,5.263,25.868000000000002,280.464,14.465,0,-19.908,0.0689919,0.022309,55.679969799999995,-19.699,Loose,180,1
182,4,182.24400000000003,29.241,0.01377,9.134,25.186999999999998,133.71200000000002,12.671,0,-20.433,0.05972519999999999,0.0405087,54.623321499999996,-20.151,Field,182,2
183,4,182.58599999999998,5.37,0.076701,2.667,24.448,343.468,14.050999999999998,0,-22.968000000000004,0.0927712,0.0244955,87.5469437,-21.136999999999997,Node,183,3
184,4,182.657,17.875999999999998,0.024574000000000002,2.4819999999999998,23.95,288.12,13.985,0,-20.459,0.0313368,0.0098637,26.4315147,-19.878,Loose,184,0
185,4,182.737,30.868000000000002,0.07521699999999999,1.5730000000000002,23.854,307.784,14.719000000000001,0,-22.224,0.07513969999999999,0.022140299999999998,50.648734999999995,-20.644000000000002,Loose,185,3
186,8,183.195,66.69800000000001,0.058838999999999995,5.689,26.105,408.95300000000003,14.76,0,-21.634,0.10715519999999999,0.023762900000000003,143.868042,-20.712,Loose,186,3
188,4,183.322,21.666,0.025782999999999997,3.8,24.215999999999998,235.722,13.05,0,-21.423000000000002,0.057683000000000005,0.0221926,42.4381523,-19.489,Loose,188,3
189,5,183.548,13.552,0.044015,4.808,25.648000000000003,153.07,14.164000000000001,0,-21.555999999999997,0.049106300000000006,0.029094099999999998,91.2876663,-20.184,Field,189,2
190,5,183.85299999999998,59.975,0.060234,2.123,24.0,159.268,14.555,0,-21.896,0.0571298,0.0325306,54.9516144,-21.131999999999998,Loose,190,5
191,6,184.243,44.098,0.067537,5.246,26.18,179.676,14.609000000000002,0,-22.039,0.1260474,0.0636213,151.9760437,-21.053,Field,191,4
192,4,184.295,41.358000000000004,0.047412,4.298,25.383000000000003,190.861,13.845,0,-22.033,0.11021130000000001,0.0523683,87.8210373,-19.711,VoiR,192,2
193,4,184.48,21.914,0.052114,1.775,23.951999999999998,220.046,14.638,0,-21.475,0.060409199999999996,0.0248971,39.820384999999995,-20.449,VoiR,193,3
194,4,184.63400000000001,48.863,0.04558,3.32,24.752,148.154,13.994000000000002,0,-21.814,0.07834930000000001,0.04796,65.2523499,-20.197,Loose,194,3
195,6,184.653,40.438,0.06854,3.705,25.653000000000002,233.665,14.534,0,-22.164,0.1329075,0.0515841,108.90261840000001,-19.688,VoiS,195,4
196,4,184.921,12.42,0.060217999999999994,3.3930000000000002,24.607,229.541,13.832,0,-22.63,0.1099373,0.0434355,87.80300140000001,-20.889,Loose,196,3
197,4,185.06900000000002,56.138999999999996,0.034567,5.052,25.750999999999998,100.039,14.13,0,-21.028000000000002,0.10745299999999999,0.0974108,75.4918823,-20.011,VoiR,197,2
198,4,185.50900000000001,26.363000000000003,0.051266,5.727,25.987,141.839,14.074000000000002,0,-21.965,0.1588615,0.101574,126.4191666,-20.855999999999998,Field,198,3
199,4,185.588,28.81,0.064957,2.735,24.699,283.41700000000003,14.539000000000001,0,-22.119,0.12356889999999998,0.0395406,76.2371445,-21.588,Loose,199,3
200,5,185.903,58.403,0.015616,10.39,25.195,100.264,12.110999999999999,0,-21.314,0.07206169999999999,0.0651804,70.43669129999999,-20.343,Field,200,5
202,4,186.627,9.071,0.026097000000000002,6.252999999999999,24.54,154.282,13.011,0,-21.541999999999998,0.0831123,0.0488551,70.68862920000001,-21.37,Loose,202,4
203,4,186.71400000000003,31.092,0.061866,2.6239999999999997,24.846999999999998,272.2,14.398,0,-22.055,0.06983560000000001,0.0232674,69.7343063,-19.730999999999998,Node,203,1
204,4,187.15400000000002,53.635,0.036935,4.998,25.404,239.405,13.62,0,-21.694000000000003,0.10589389999999999,0.04011409999999999,79.7693939,-19.632,VoiR,204,2
206,4,187.733,51.349,0.044653,1.8230000000000002,23.465,355.24300000000005,14.305,0,-21.443,0.039102099999999994,0.0099824,35.0995979,-20.925,Loose,206,2
207,4,188.74200000000002,50.846000000000004,0.040545,5.681,25.451,90.714,13.53,0,-21.982,0.0994353,0.099409,99.43418879999999,-20.898000000000003,Loose,207,3
208,5,188.783,47.297,0.031582,5.546,26.254,80.477,14.442,0,-20.526,0.07737589999999998,0.08719489999999999,75.776413,-18.998,Field,208,2
209,4,188.907,35.359,0.061766999999999996,3.463,25.429000000000002,69.389,14.630999999999998,0,-21.864,0.1305714,0.1706529,91.8669968,-20.46,Loose,209,4
