N,F,L,NE,VS,VR
0.0,0.021739130434782608,0.04316546762589928,0.05851063829787234,0.05,0.0
0.06382978723404255,0.08695652173913043,0.09352517985611511,0.16489361702127658,0.05,0.0
0.06382978723404255,0.2391304347826087,0.12949640287769784,0.2553191489361702,0.4,0.5555555555555556
0.8723404255319149,0.6521739130434783,0.7338129496402878,0.5212765957446809,0.5,0.4444444444444444
