frec,e,Entorno
0.8536585365853658,0.048501905146999924,N
0.7508038585209004,0.03402014776420115,F
0.75,0.0601619894056622,L
0.6345475910693302,0.032373238179543073,NE
0.6421052631578947,0.1498821919577088,VS
0.6666666666666666,0.09690918360780143,VR
