      17    118.0267984     23.4781771 0.04589384077   3   0.6274328  20.8945437 13.59600000     64.6451992     12.4156145   0.1847E+12 -22.22729000 -20.82488000   0.7572E+11      0.0288568     20.5695547   0
      62    125.6669993     32.1055003 0.08866098311   3   1.2129612  23.3851936 14.70000000    429.3048633     45.8893081   0.3319E+14 -22.70331000 -21.23740000   0.1202E+12      0.0147541     69.8425052   0
      70    127.1219992     30.4240002 0.05131949492   3   1.4578301  22.2309246 13.07000000   1206.7826955     32.2161137   0.1999E+15 -22.99542000 -21.03827000   0.1490E+12      0.0047113     62.6911657   0
      94    130.0510299     28.8315381 0.07995434019   3   2.2733760  24.8383048 14.61000000    506.5320140     77.7278637   0.6731E+14 -22.58465000 -20.11618000   0.9157E+11      0.0214502    119.8062120   0
      98    130.7408355     36.0381701 0.05528821631   4   1.9645655  23.9474677 14.75300000    212.1933935     46.7271191   0.8169E+13 -21.54291000 -21.15139000   0.6682E+11      0.0308825     72.2579079   0
     100    130.8567920     36.2184070 0.05386200362   4   3.9277963  25.0675165 14.29600000    303.7177728     91.0437892   0.2319E+14 -21.88302000 -21.78436000   0.8983E+11      0.0373249    124.9998407   0
     105    131.8219938     35.4575056 0.05439046137   4   3.9628376  25.1595899 13.90400000    115.4536584     92.7455075   0.3108E+13 -22.30480000 -20.36392000   0.8470E+11      0.0845175    107.5957996   0
     125    134.1134996     14.5210004 0.07126225192   3   1.7790473  24.1009520 14.42500000    552.5212161     54.3293572   0.4525E+14 -22.42592000 -20.26697000   0.8132E+11      0.0121464     74.0010671   0
     134    134.6499997     54.3110000 0.08619407100   3   1.4417007  23.4592599 14.26300000    417.5906325     53.0577674   0.3469E+14 -23.05483000 -20.97643000   0.1481E+12      0.0159960     73.6550492   0
     139    135.3660000     55.0410022 0.04652209995   3   1.5814527  23.1147288 13.77700000    185.9091803     31.7173709   0.2524E+13 -22.11407000 -20.26868000   0.6565E+11      0.0161879     33.1842139   0
     171    139.3072981     19.8860492 0.02958272971   3   2.7903283  25.2279883 14.73700000    420.1937949     35.7272618   0.2664E+14 -20.09702000 -18.78989000   0.1109E+11      0.0148602     68.8517493   0
     190    140.8709314     22.3165402 0.03133767624   4   1.4365995  22.7231931 14.16400000    364.6147202     19.4775123   0.9191E+13 -20.86667000 -20.15718000   0.3350E+11      0.0073212     29.4344521   0
     208    144.4335072     17.0830053 0.02870404603   5   6.3686688  26.0741188 14.30200000    448.0016222     79.1380322   0.4575E+14 -20.45397000 -19.68277000   0.2486E+11      0.0202501    100.0339658   0
     220    145.8919982     39.4110003 0.04146935520   3   1.8758086  23.0710893 13.36900000    260.0993083     33.5751663   0.6046E+13 -22.20485000 -20.66477000   0.7284E+11      0.0147216     42.2216614   0
     230    146.9634806     54.2680082 0.04721728553   3   3.7935255  25.6643458 14.73100000    207.3852700     77.2064888   0.1423E+14 -21.15897000 -20.54817000   0.3665E+11      0.0660555    151.0523334   0
     269    151.0895517      0.5058921 0.04753910949   4   3.5550707  25.1213387 14.35500000    279.4305772     72.8409743   0.2007E+14 -21.55249000 -20.19639000   0.5311E+11      0.0371952    114.6046072   0
     282    152.3160020     54.2225024 0.04714545229   3   1.7353530  23.5616937 14.35800000    436.8974202     35.2650718   0.2124E+14 -21.57817000 -21.11303000   0.5377E+11      0.0110527     53.2463865   0
     283    152.5689993     54.5020001 0.04525033745   3   0.7312972  21.8575632 14.18200000    822.5993135     14.2701601   0.2492E+14 -21.62080000 -19.70486000   0.4135E+11      0.0017963     16.2935606   0
     285    153.0090000      3.3460000 0.04794164429   3   1.2349792  22.5807601 14.41400000    516.9446635     25.5156906   0.2898E+14 -21.44002000 -21.41838000   0.6720E+11      0.0086895     49.5310826   0
     289    153.6575000     -0.8325000 0.04927229564   3   1.5106042  22.8918622 13.58500000    533.4313586     32.0663989   0.3529E+14 -22.45318000 -20.17963000   0.8370E+11      0.0079882     46.9858332   0
     295    154.5613398     48.8969539 0.06223474805   5   4.2155862  25.7690513 14.56500000    273.9338921    112.6761809   0.2255E+14 -21.96442000 -20.54091000   0.7368E+11      0.0459739    138.8667311   0
     300    155.1859980     38.5175021 0.05416095110   3   2.2079481  24.0610290 13.91200000    621.7219495     51.4591657   0.5132E+14 -22.29094000 -19.82568000   0.7179E+11      0.0085197     58.4062540   0
     306    155.3399990     38.3070058 0.05550429006   3   3.4923272  25.4729920 14.68000000    432.9926766     83.3851469   0.6001E+14 -21.58256000 -21.04978000   0.5235E+11      0.0254654    121.5825911   0
     307    155.3945063     23.9525024 0.04048238818   3   4.6504536  24.4854317 12.85800000    678.5576616     81.2765151   0.1542E+15 -22.65699000 -21.14496000   0.1162E+12      0.0190459    142.5047519   0
     309    155.5419995     38.5215001 0.05584639053   4   1.0869361  22.3452186 14.28100000    622.7236962     26.1102298   0.2090E+14 -22.05330000 -21.54787000   0.9067E+11      0.0039407     27.0585525   0
     332    156.6319980     10.9355019 0.03345604704   4   4.5229787  25.4918753 14.33300000    447.0889235     65.4360885   0.3639E+14 -20.74069000 -20.48806000   0.2974E+11      0.0167005     82.3313695   0
