 1237663916797722856     112.017790400      41.924034720      14.905640000       0.060417700     -21.554140000       2.565350000       3.434850000     1  1  1
 1237663916797722857     111.994721740      41.914592490      17.044750000       0.059180170     -19.364570000       2.741040000       1.962580000     1  1  0
 1237663916797722855     112.003414180      41.918762210      14.309480000       0.058830610     -22.094310000       2.682340000       3.599800000     1  1  1
 1237663531326243079     112.070734800      40.084090650      14.153010000       0.049957700     -21.860910000       2.570780000       3.444350000     2  1  1
 1237663531326243427     112.013457180      40.025773510      17.147320000       0.050411500     -18.879330000       1.868730000       2.066990000     2  0  0
 1237663531326243082     112.053562080      40.087554620      15.838000000       0.051286480     -20.235580000       2.593800000       2.796810000     2  1  1
 1237663786878238862     114.850387900      45.081544100      16.813100000       0.078907960     -20.288290000       2.538440000       2.906740000     3  1  1
 1237663786878238970     114.839789830      45.124312910      16.380210000       0.077568870     -20.689330000       1.644190000       2.388170000     3  0  0
 1237663786878239171     114.819308060      45.087560060      17.100100000       0.077663670     -19.953920000       2.497940000       2.426930000     3  1  0
 1237663786878238968     114.844125400      45.117714880      14.719070000       0.079790080     -22.393000000       2.719880000       3.178870000     3  1  1
 1237663918411677769     114.894441320      49.356209130      14.187340000       0.022604100     -20.021540000       1.727720000       2.373870000     4  0  0
 1237663789027426313     115.060953120      49.282946470      14.304600000       0.021847120     -19.827970000       2.018500000       1.950610000     4  0  0
 1237663918411677784     115.044820730      49.309908320      14.284200000       0.021969230     -19.866680000       2.438070000       3.229840000     4  1  1
 1237663547434991794     116.504587140      44.873563070      15.727720000       0.031574620     -19.248690000       2.063720000       2.702350000     5  1  1
 1237663530255056942     116.657118310      44.790517800      13.146650000       0.031243440     -21.798160000       2.333050000       2.856450000     5  0  1
 1237663530255056944     116.649891480      44.804701390      14.482130000       0.032549470     -20.573200000       2.894740000       2.949190000     5  1  1
 1237651191887691953     116.578421550      39.066865900      14.595830000       0.013310950     -18.436140000       1.635250000       2.185930000     6  0  0
 1237651251478724806     116.729574290      39.015107520      13.399090000       0.013854110     -19.726610000       2.241770000       3.062920000     6  1  1
 1237651251478724805     116.721041580      39.031971840      13.035230000       0.014010830     -20.118570000       2.618220000       2.221130000     6  1  0
 1237673705578758555     116.785053970      41.646030210      16.251440000       0.029844390     -18.593040000       2.182590000       2.288760000     7  1  0
 1237673705578758181     116.758533840      41.536219110      13.510520000       0.029078790     -21.272490000       2.710420000       3.083630000     7  1  1
 1237673705578758184     116.753174540      41.526078270      14.812140000       0.028445860     -19.931020000       2.494200000       3.134360000     7  1  1
 1237657776071114811     116.884523610      27.019122840      14.027400000       0.016736430     -19.522700000       2.476410000       2.765740000     8  1  1
 1237657776071049351     116.834564110      26.930180180      12.779540000       0.016911620     -20.799020000       2.374360000       2.794300000     8  1  1
 1237657776071049419     116.818142480      26.951024980      14.598300000       0.016537500     -18.913600000       1.491230000       2.227490000     8  0  0
 1237657118404313153     117.053825360      28.225115090      14.424840000       0.027666670     -20.260820000       1.570670000       2.779960000     9  0  1
 1237657118404313151     117.045715490      28.230270270      14.573540000       0.027744500     -20.114260000       1.979630000       2.824180000     9  0  1
 1237657118404247703     116.990602090      28.169325970      14.625950000       0.028117810     -20.076200000       2.385130000       3.491780000     9  1  1
 1237660958641684647     117.331441610      21.833205540      13.359250000       0.024648070     -21.055070000       2.665520000       3.082540000    10  1  1
 1237660958641619251     117.221756540      21.747486680      13.510650000       0.023667320     -20.804610000       2.570110000       3.143870000    10  1  1
 1237660958641684622     117.375155340      21.752789840      15.774310000       0.024397160     -18.606640000       1.112180000       2.423340000    10  0  0
 1237660958641619575     117.206575670      21.732584410      15.694730000       0.024542050     -18.703100000       2.047670000       2.719170000    10  1  1
 1237651496830501270     117.239777600      43.786579070      14.437890000       0.031900060     -20.556120000       2.003120000       2.651250000    11  0  1
 1237651496830501001     117.341561810      43.767234540      13.264610000       0.032177710     -21.748440000       2.747040000       3.306960000    11  1  1
 1237651496830501304     117.319643050      43.752112740      16.237970000       0.031344160     -18.717470000       2.481590000       2.889660000    11  1  1
 1237657607494107312     117.543900770      30.685094900      16.155960000       0.015387680     -17.199380000       1.499020000       1.931320000    12  1  0
 1237657594609467680     117.499788920      30.746882500      14.202130000       0.015140530     -19.120120000       2.359180000       3.195670000    12  1  1
 1237657594609467729     117.538460140      30.732387320      13.642940000       0.014781880     -19.624780000       3.597200000       2.273400000    12  1  0
 1237674290755403848     117.556067530      34.422721680      16.316140000       0.030232180     -18.569490000       2.440830000       2.495050000    13  1  0
 1237674368066519359     117.518315190      34.479310080      14.336950000       0.029566640     -20.491690000       2.137190000       2.949910000    13  0  1
 1237674290755403841     117.547476680      34.415298090      14.339960000       0.028985930     -20.428270000       2.528490000       2.894420000    13  1  1
 1237674370751070590     117.595380060      17.645410290      14.607420000       0.064180240     -22.019260000       2.423360000       2.952270000    14  0  1
 1237674370751070833     117.545578170      17.649419300      16.505150000       0.064741130     -20.118210000       2.505200000       3.173130000    14  1  1
 1237674370751070832     117.537277370      17.644772580      14.972660000       0.064844210     -21.658670000       2.629870000       2.959020000    14  1  1
 1237663916801786266     117.764418930      50.255325440      15.476960000       0.021285200     -18.599260000       2.507640000       3.293150000    15  1  1
 1237663916801786001     117.837556770      50.236081960      13.153880000       0.024158730     -21.215020000       2.766870000       3.336300000    15  1  1
 1237663916801786000     117.828055710      50.235480920      13.117900000       0.023181460     -21.155130000       2.704960000       2.751550000    15  1  1
 1237663916801785874     117.805784010      50.193277580      13.705890000       0.021804790     -20.430150000       2.674640000       3.518620000    15  1  1
 1237663916801785873     117.823527680      50.179301860      12.839330000       0.021248240     -21.241870000       2.769020000       3.320540000    15  1  1
 1237651272418852909     117.979444820      42.855533690      15.457720000       0.032265560     -19.576780000       1.667250000       2.978850000    16  0  1
 1237651495756562636     117.898455060      42.880111880      13.787370000       0.032507040     -21.249030000       2.349120000       2.477390000    16  0  0
 1237651495756562704     117.890907390      42.915937730      15.349240000       0.032569330     -19.701200000       2.188890000       2.664140000    16  1  1
 1237660562967363921     118.028860440      23.483020530      13.595610000       0.045878300     -22.227290000       2.808830000       3.295090000    17  1  1
 1237660562967363924     118.026491530      23.472730900      16.496760000       0.045759420     -19.322840000       2.447050000       2.624310000    17  1  1
 1237660562967363922     118.021763590      23.480972620      15.013880000       0.046057390     -20.824880000       2.637280000       3.274570000    17  1  1
 1237667143394001458     118.143037500      14.819784570      15.146330000       0.050375060     -20.910390000       1.890310000       2.983710000    18  0  1
 1237667143394001522     118.163379910      14.848354970      15.628700000       0.047847860     -20.289620000       2.462650000       3.100960000    18  1  1
 1237667143394001534     118.177787060      14.840676620      14.698650000       0.048349320     -21.254800000       2.470580000       2.832360000    18  1  1
