      17    118.0286988     23.4819688 0.04587800000   4   1.1348522  22.1535250 13.59561000     47.2802672     22.4487430   0.1164E+12 -22.22729000 -20.82488000   0.7767E+11      0.0466302     24.3101483   0 1.000 0.750
      21    118.7090817     45.7130511 0.05366100000   4   1.0650002  22.6847086 14.64536000    597.5560258     24.5950925   0.2770E+14 -21.52229000 -20.98506000   0.5649E+11      0.0051474     33.9165306   0 1.000 0.500
      31    120.5272918      9.3914301 0.01680100000   4   4.1840537  24.6931995 13.31485000    570.7639255     30.5110308   0.2496E+14 -20.27901000 -18.89076000   0.1264E+11      0.0055155     34.7123473   0 1.000 0.750
      55    125.0897860     21.0979600 0.01767100000   8  11.2528308  25.0514657 11.71533000    392.8989872     86.2919348   0.2518E+14 -21.70731000 -21.11930000   0.6326E+11      0.0178278     77.2361371   0 0.875 0.500
      66    125.9935440     21.0013464 0.01629400000   3   3.4386695  23.5904852 12.76755000     54.3583692     24.3213173   0.2941E+12 -20.72358000 -19.96766000   0.2222E+11      0.0721013     43.2165572   0 1.000 1.000
      96    130.3053629     32.4149122 0.06929000000   3   0.2148709  19.4759857 14.41061000    239.3130566      6.3832913   0.1556E+13 -22.37949000 -20.27761000   0.8038E+11      0.0046986     12.3986249   0 1.000 0.667
      98    130.7408243     36.0383554 0.05524900000   4   1.9355279  23.9150036 14.75296000    212.2353208     46.0042455   0.8032E+13 -21.54291000 -21.15139000   0.6682E+11      0.0303043     70.9190261   0 1.000 1.000
     100    130.8569223     36.2190051 0.05391500000   4   3.9582002  25.0841804 14.29628000    303.8062293     91.8376303   0.2338E+14 -21.88302000 -21.78436000   0.8983E+11      0.0376116    125.9966992   0 0.750 0.500
     125    134.1134067     14.5208189 0.07129000000   3   1.7597074  24.0770705 14.42477000    552.4561371     53.7593066   0.4560E+14 -22.42592000 -20.26697000   0.8132E+11      0.0120464     73.3830991   0 1.000 1.000
     139    135.3657469     55.0450251 0.04649000000   4   1.6217481  23.1391277 13.77725000    460.1574800     32.5033354   0.1737E+14 -22.11407000 -20.26868000   0.6728E+11      0.0066510     33.7470924   0 1.000 0.500
     171    139.3074495     19.8859799 0.02973300000   3   2.7610302  25.2049265 14.73674000    420.2458582     35.5304756   0.2649E+14 -20.09702000 -18.78989000   0.1109E+11      0.0147740     68.4610759   0 0.667 0.000
     177    139.6782677     27.9748452 0.02801100000   3   3.0664045  24.6432241 14.14617000    109.6712313     37.1894807   0.1597E+13 -20.55541000 -19.78196000   0.2034E+11      0.0499759     60.4357513   0 1.000 0.667
     179    139.8336769     33.3829797 0.02421400000   5   8.5996217  27.0025751 14.02500000    198.6914820     90.2359262   0.1062E+14 -20.35129000 -18.47052000   0.1339E+11      0.0565334    123.8582704   0 0.600 0.800
     180    139.9483075     33.7194544 0.02372800000  12  11.1501102  25.3180218 11.89389000    373.2296116    114.6624124   0.3007E+14 -22.43126000 -20.27485000   0.9939E+11      0.0245264    100.9372108   0 0.917 0.917
     184    140.1712153     33.6813570 0.02327100000   4   3.4141287  25.4722969 14.54926000    221.8464033     34.4365179   0.4763E+13 -19.78895000 -17.82241000   0.8290E+10      0.0195421     47.8039895   0 1.000 1.000
     188    140.5020602     33.8770631 0.02440100000   4   5.3310546  25.0225887 12.97843000    296.2368053     56.3684664   0.1322E+14 -21.37987000 -19.29028000   0.3174E+11      0.0213677     69.7969814   0 0.750 0.500
     190    140.8713378     22.3169988 0.03138900000   4   1.4677530  22.7693627 14.16361000    364.5027434     19.9322470   0.9009E+13 -20.86667000 -20.15718000   0.3350E+11      0.0073746     29.6402517   0 1.000 0.500
     199    141.9901482     30.0097913 0.02754400000   5   3.5584023  23.5343393 12.58035000    372.2667133     42.4414421   0.1536E+14 -22.07554000 -20.33616000   0.7257E+11      0.0120535     49.4773494   0 0.800 0.800
     208    144.4334038     17.0834752 0.02868600000   5   6.3571750  26.0703845 14.30220000    447.9077563     78.9458676   0.4533E+14 -20.45397000 -19.68277000   0.2486E+11      0.0201671     99.6031053   0 1.000 0.600
     220    145.8988055     39.4066002 0.04151800000   5   4.6278319  24.9876767 13.36919000    234.1133739     82.9299532   0.8071E+13 -22.20485000 -20.66477000   0.7596E+11      0.0295502     76.2830289   0 1.000 1.000
     230    146.9634826     54.2681798 0.04718700000   3   3.7892738  25.6620491 14.73147000    207.4156402     77.0710462   0.1419E+14 -21.15897000 -20.54817000   0.3665E+11      0.0658643    150.6372318   0 1.000 0.667
     269    151.0894422      0.5057138 0.04755000000   4   3.5679828  25.1290480 14.35460000    279.4065456     73.1220900   0.2019E+14 -21.55249000 -20.19639000   0.5311E+11      0.0375035    115.5443104   0 1.000 1.000
     270    151.2030055     54.5644616 0.04533300000   4   3.3925311  24.6909830 13.61009000    453.7548639     66.3197618   0.2870E+14 -22.29057000 -19.57784000   0.7083E+11      0.0142560     71.3280526   0 0.750 0.500
     274    151.6163579     14.4444806 0.03100400000   3   3.2050171  24.9340943 14.59254000     16.5192346     42.9944497   0.4983E+11 -20.33755000 -20.18027000   0.2096E+11      0.4579145     83.4094157   0 0.667 0.667
     276    151.7374756     14.3774906 0.02911100000   5   3.3745729  23.4293420 12.37734000    454.6423358     42.5234946   0.1899E+14 -22.51361000 -19.87104000   0.8808E+11      0.0090273     45.2552048   0 1.000 0.600
     282    152.3160987     54.2224581 0.04708800000   3   1.7325469  23.5579115 14.35784000    436.8627114     35.1656232   0.2107E+14 -21.57817000 -21.11303000   0.5377E+11      0.0110172     53.0708393   0 1.000 1.000
     283    152.5692935     54.5017932 0.04556500000   3   0.7188899  21.8207546 14.18237000    822.6774084     14.1245444   0.2489E+14 -21.62080000 -19.70486000   0.4135E+11      0.0018860     17.1081337   0 1.000 0.667
     285    152.9974072      3.3460631 0.04811900000   4   2.2537034  23.8629981 14.41434000    398.5845816     46.7336583   0.1840E+14 -21.44002000 -21.41838000   0.6869E+11      0.0120352     52.8951015   0 1.000 0.750
     295    154.5611175     48.8965429 0.06219300000   6   4.2045828  25.7252603 14.56500000    278.8642182    112.3078185   0.2301E+14 -21.96442000 -20.54091000   0.7626E+11      0.0439040    135.0011822   0 0.667 0.667
     307    155.3938936     23.9066205 0.04022700000  12  10.0309436  25.9078110 12.85806000    335.3808968    174.2166069   0.4240E+14 -22.65699000 -21.14496000   0.1463E+12      0.0464704    171.8523271   0 0.917 0.667
     332    156.6317996     10.9356358 0.03348500000   4   4.4974659  25.4797351 14.33348000    447.1093759     65.1228586   0.3710E+14 -20.74069000 -20.48806000   0.2974E+11      0.0166620     82.1449789   0 0.750 1.000
     337    157.2558588      3.1298882 0.07381200000   4   1.6314615  23.8883157 14.71857000    329.9827131     51.5728469   0.1799E+14 -22.22409000 -21.31196000   0.9209E+11      0.0199732     72.6739696   0 1.000 0.750
     339    157.4180156     22.3841203 0.04214200000   4   5.6435979  25.6439263 13.46126000    348.1101647    102.6371483   0.3225E+14 -22.16146000 -19.57515000   0.6392E+11      0.0316096    121.3322414   0 0.750 0.500
     342    157.7063098     22.3569197 0.04451700000   3   1.4836648  23.7841965 14.51399000    152.5322999     28.4872453   0.1840E+13 -21.27466000 -19.16566000   0.2832E+11      0.0202973     34.1382967   0 0.667 0.667
     345    157.8838893     56.9087949 0.04550400000   3   1.6637740  24.0239470 14.51663000    449.3210127     32.6460738   0.2716E+14 -21.29213000 -19.38667000   0.2937E+11      0.0124337     61.6024529   0 1.000 0.667
     346    158.2651720     56.7240869 0.04742200000   9   6.7100848  25.8014845 13.42149000    596.7309191    137.1502763   0.9744E+14 -22.37615000 -20.29447000   0.9401E+11      0.0189260    124.5314719   0 1.000 0.556
     349    158.4681606     57.0603351 0.04827500000   3   0.6101715  21.2760044 14.09724000    456.4905558     12.6932924   0.1008E+14 -21.76015000 -20.66129000   0.5324E+11      0.0036444     18.3442393   0 1.000 0.667
     352    158.5628365     56.7131164 0.04494500000   4   3.4572186  25.4872315 14.76618000    375.0633274     67.0120576   0.2769E+14 -21.02142000 -19.73562000   0.3225E+11      0.0208543     86.2462741   0 1.000 0.500
     372    160.5724785     19.1334290 0.04873300000   3   2.2741658  24.7122872 14.55992000    217.1514675     47.7527166   0.8526E+13 -21.42257000 -19.59663000   0.3390E+11      0.0345129     82.6388949   0 0.667 0.667
     403    163.3462644     56.3019374 0.07639600000   4   1.5024015  23.2594511 14.21102000    546.0441621     49.1245877   0.4884E+14 -22.82182000 -21.77205000   0.1492E+12      0.0104675     63.0249100   0 1.000 1.000
     418    164.5270555     17.1197352 0.03165700000   4   3.0775804  23.7989506 13.50494000    109.9938968     42.1481138   0.1232E+13 -21.45897000 -21.27803000   0.5651E+11      0.0400558     48.5819335   0 0.750 0.250
     420    164.5570914      1.6064612 0.03996600000   5   1.3753326  22.0571147 13.48998000    251.6110424     23.7331225   0.3241E+13 -22.00191000 -21.15154000   0.9254E+11      0.0086877     24.1031907   0 1.000 0.800
     450    167.0871457     13.2082239 0.03504000000   3   2.3019992  23.9953301 14.01155000    180.1366677     34.8680264   0.4376E+13 -21.20467000 -20.24332000   0.3288E+11      0.0296433     58.8801627   0 1.000 1.000
     457    167.4297592     21.7489242 0.03291400000   5   4.1708112  24.2076200 12.86154000    222.6748071     59.3709340   0.5481E+13 -22.19734000 -20.56820000   0.7782E+11      0.0196006     48.1260910   0 1.000 1.000
     458    167.4705660     21.9609403 0.03390300000   4   5.0020633  25.5004095 14.31040000    374.7074561     73.3264040   0.2796E+14 -20.72738000 -20.51550000   0.3606E+11      0.0231040     95.4597973   0 1.000 0.500
     460    167.7135310     28.2645691 0.03692900000   4   2.6236519  24.4356945 13.96169000    568.5923945     41.8639552   0.3318E+14 -21.35751000 -19.21617000   0.3191E+11      0.0075157     47.1204435   0 1.000 0.500
     463    167.7634823     57.1368365 0.04721900000   3   1.3430657  23.4449118 14.34827000     56.8639130     27.3352844   0.2874E+12 -21.53479000 -19.03897000   0.3493E+11      0.0621210     38.9507439   0 1.000 0.333
     466    167.8506991     26.9664070 0.03602500000   4   2.8291107  23.7337190 13.23105000    734.9279835     44.0465801   0.5466E+14 -21.95534000 -20.87699000   0.6445E+11      0.0053029     42.9734687   0 1.000 0.750
     472    168.0217212     27.5718204 0.03583100000   5   2.3088676  23.1535425 13.13827000    394.5497591     35.7549254   0.1294E+14 -22.12221000 -20.46028000   0.7592E+11      0.0086066     37.4433152   0 1.000 0.800
     475    168.3385772      2.5480490 0.07916700000   4   0.5892721  20.9620123 14.49221000    687.8517287     19.9529690   0.3010E+14 -22.50612000 -22.39777000   0.1953E+12      0.0038849     29.4656719   0 1.000 1.000
     481    168.6839463      4.0130361 0.04187400000   4   1.9219306  23.4852873 13.82906000    474.9133574     34.7330666   0.2372E+14 -21.83233000 -20.42603000   0.5510E+11      0.0086327     45.2064765   0 1.000 1.000
     482    168.7549970      4.0832827 0.04067200000   3   0.7918812  21.7667470 13.92651000    726.5382829     13.9040036   0.2929E+14 -21.61463000 -19.84557000   0.4245E+11      0.0028748     23.0303377   0 1.000 1.000
     484    168.8094244     29.5295592 0.04790100000   3   1.7949622  23.3156650 14.12593000    695.1267902     37.0543178   0.5993E+14 -21.92395000 -21.54789000   0.7748E+11      0.0071509     54.8109844   0 1.000 0.667
     498    170.0659793     34.1227433 0.03620500000   3   3.7742610  25.1147563 14.03500000     77.4787898     59.0527904   0.1481E+13 -21.22579000 -20.09542000   0.3363E+11      0.1316669    112.4864370   0 0.667 1.000
     502    170.5457720     24.2211819 0.03029600000   7  17.6740814  27.4890713 13.26912000    375.1181730    231.7171084   0.6097E+14 -21.63551000 -20.93404000   0.5584E+11      0.0532637    220.3132145   0 0.857 0.286
     503    170.6134760     24.2971760 0.02512400000   3   0.4622594  19.7728147 13.15995000    234.6533960      5.0317578   0.1157E+13 -21.38655000 -19.92055000   0.3473E+11      0.0036959      9.5627834   0 1.000 0.667
     530    172.8068825     56.4623238 0.06043000000   3   1.3667799  23.4740490 14.41383000    409.3559622     35.4880429   0.2337E+14 -22.08473000 -20.04778000   0.6152E+11      0.0122393     55.2457807   0 0.667 0.667
     550    173.9941427     55.0706397 0.05518800000   3   1.7332564  23.3229340 13.95674000    549.2195385     41.1517199   0.4988E+14 -22.39121000 -21.34916000   0.9676E+11      0.0109533     66.3335685   0 1.000 1.000
     555    174.4719888     21.9798648 0.03102700000   3   1.0189995  21.1000663 13.07375000    262.0082940     13.6796734   0.2406E+13 -21.83685000 -21.23410000   0.7191E+11      0.0062572     18.0775118   0 0.667 0.667
     560    174.7948449     55.6742684 0.06180200000   4   1.3253125  22.4345205 13.98250000    326.8269116     35.1809504   0.1167E+14 -22.58122000 -22.35469000   0.1574E+12      0.0139485     50.2672094   0 0.750 0.500
     568    175.7600637     26.2675925 0.03218300000   3   1.1277856  22.5598833 14.32080000    168.6155049     15.6999881   0.1750E+13 -20.68552000 -19.91228000   0.2484E+11      0.0128887     23.9633038   0 0.333 0.667
     573    175.9919667     19.9634222 0.02188800000   6   3.3427510  22.8141825 11.91700000    289.1164778     31.7224351   0.5392E+13 -22.22591000 -20.51701000   0.7867E+11      0.0088231     28.1277130   0 1.000 0.667
     574    176.0436753     33.4865765 0.03254200000   7   7.2136115  25.2575692 12.80505000    155.2268074    101.5330096   0.4282E+13 -22.23480000 -20.44085000   0.8682E+11      0.0453507     77.6232687   0 0.714 0.857
     575    176.1185849     20.0939309 0.02518400000   4   2.2940373  23.3994769 13.64596000    355.6785661     25.0302086   0.1078E+14 -20.65236000 -19.91029000   0.2661E+11      0.0100223     39.3067554   0 1.000 1.000
     576    176.0807860     33.3400771 0.03257500000   7  10.8982779  26.5488433 13.38804000    236.0492377    153.5498833   0.1777E+14 -21.60610000 -20.54225000   0.5956E+11      0.0558464    145.3577464   0 0.571 0.429
     582    176.5715960     33.1886781 0.03413800000   5   3.8576915  24.3522874 13.37280000    534.2780253     56.9396589   0.4092E+14 -21.78351000 -21.15255000   0.6329E+11      0.0115832     68.2396323   0 0.800 0.800
     585    176.9879448     55.7700051 0.05213200000   3   1.4520027  23.1935124 13.95263000    747.3115188     32.5890090   0.4648E+14 -22.16963000 -19.83500000   0.6305E+11      0.0051859     42.7329490   0 1.000 1.000
     586    177.0280949     55.6074369 0.05029000000   3   2.5993628  24.9043188 14.67007000    370.1067813     56.3040280   0.3253E+14 -21.36990000 -20.29492000   0.3949E+11      0.0265621    108.4003746   0 0.333 0.333
     590    177.5595980     54.6592823 0.05979300000   4   3.9554409  25.6135431 14.34209000    220.4597322    101.6349765   0.1571E+14 -22.09958000 -20.44314000   0.6893E+11      0.0591200    143.7157293   0 1.000 0.750
