       1    112.0062552     41.9193142 0.05918000000   3   1.1754420  22.7400079 14.30948000    344.2682254     29.8977512   0.9066E+13 -22.09431000 -21.55414000   0.8421E+11      0.0102655     38.9688374   0 1.000 0.667    4
       2    112.0420837     40.0549356 0.05041100000   3   4.3775331  25.7236368 14.15301000    288.0833039     95.0458378   0.3357E+14 -21.86091000 -20.23558000   0.5179E+11      0.0581669    184.7715432   0 0.667 0.667    4
       3    114.8418295     45.1025259 0.07828600000   4   2.6201350  25.0183202 14.71907000    404.2923282     87.7503636   0.5251E+14 -22.39300000 -20.68933000   0.9570E+11      0.0317595    141.5828016   0 0.750 0.500    0
       4    114.9777591     49.3196077 0.02196900000   3   7.8570465  26.1694714 14.18734000    164.2161604     74.8373567   0.7989E+13 -20.02154000 -19.86668000   0.1998E+11      0.0650044    117.7062506   0 0.333 0.333    0
       5    116.5809077     44.8320658 0.03157500000   3   8.1823780  25.9858328 13.14665000    283.3108395    111.7712779   0.3739E+14 -21.79816000 -20.57320000   0.5386E+11      0.0682005    213.0547418   0 0.667 1.000    0
       6    116.6540256     39.0410111 0.01385400000   3   7.6981672  25.3690034 13.03523000    151.8511391     46.3166709   0.4441E+13 -20.11857000 -19.72661000   0.1543E+11      0.0526241     88.1137640   0 0.667 0.333    0
       7    116.7690994     41.5860553 0.02907900000   3   7.3379359  26.1158795 13.51052000    303.2684178     92.3654764   0.3548E+14 -21.27249000 -19.93102000   0.3217E+11      0.0527552    176.4139461   0 1.000 0.667    4
       8    116.8595340     26.9746537 0.01673600000   3   5.9678760  24.8439038 12.77954000     81.1318943     43.3512568   0.1188E+13 -20.79902000 -19.52270000   0.2245E+11      0.0922774     82.5520441   0 0.667 0.667    4
       9    117.0222055     28.1972242 0.02774400000   3   4.7309462  25.3484777 14.42484000     97.8355196     56.8336364   0.2370E+13 -20.26082000 -20.11426000   0.2503E+11      0.1047356    112.9877774   0 0.333 1.000    4
      10    117.2881196     21.7624294 0.02447000000   4   9.7689716  26.1343573 13.35925000    157.8923371    103.5837766   0.9875E+13 -21.05507000 -20.80461000   0.3855E+11      0.1012308    176.2441042   0 0.750 0.750    0
      11    117.2906779     43.7769181 0.03190000000   3   4.5597280  24.8193335 13.26461000    180.9197857     62.9222445   0.8456E+13 -21.74844000 -20.55612000   0.5057E+11      0.0578851    115.4764465   0 0.667 1.000    4
      12    117.5218519     30.7159906 0.01514100000   3   4.3498513  24.8900435 13.64294000    131.4597004     28.5954570   0.1433E+13 -19.62478000 -19.12012000   0.8898E+10      0.0274753     39.8268521   0 1.000 0.333    0
      13    117.5329015     34.4473050 0.02956700000   3   4.1028058  25.1953108 14.33695000    270.2950276     52.5044329   0.1632E+14 -20.49169000 -20.42827000   0.2408E+11      0.0342279    102.0138208   0 0.667 0.667    0
      14    117.5663287     17.6450936 0.06474100000   3   3.3223662  25.1528562 14.60742000    144.0416519     92.3217461   0.7747E+13 -22.01926000 -21.65867000   0.8798E+11      0.1035824    164.5185677   0 0.667 1.000    0
      15    117.7939969     50.2173174 0.02180500000   5   5.0947436  23.7889621 12.83933000    458.5169765     48.1662417   0.2766E+14 -21.24187000 -21.21502000   0.7867E+11      0.0114672     57.9769416   0 1.000 1.000    4
      16    117.9351978     42.8857442 0.03250700000   3   5.3184114  25.6398524 13.78737000     65.7298502     74.7777696   0.9478E+12 -21.24903000 -19.70120000   0.3330E+11      0.1471889    106.6788740   0 0.333 0.667    0
      17    118.0266579     23.4780729 0.04587800000   3   0.6413006  20.9416884 13.59561000     64.6451992     12.6856988   0.1961E+12 -22.22729000 -20.82488000   0.7572E+11      0.0300402     21.4130832   0 1.000 1.000    1
      18    118.1604114     14.8302312 0.04834900000   3   2.3735291  24.4054502 14.69865000    548.1826122     49.4509326   0.6073E+14 -21.25480000 -20.91039000   0.4922E+11      0.0140062     84.6616018   0 0.667 1.000    2
      19    118.1750959     28.7917350 0.07628800000   4   2.8133808  25.3461465 14.73861000    250.8995137     91.8625646   0.1420E+14 -22.26616000 -19.94195000   0.7498E+11      0.0360891     99.8429013   0 1.000 0.500    4
      20    118.2024371     44.2540746 0.06825500000   3   1.5913120  23.7525849 14.53212000    506.3150838     46.5796025   0.3850E+14 -22.22439000 -21.21894000   0.8274E+11      0.0112487     62.8004571   0 1.000 0.667    4
      21    118.7090817     45.7130511 0.05366100000   4   1.0650002  22.6847086 14.64536000    597.6184055     24.5950925   0.2770E+14 -21.52229000 -20.98506000   0.5649E+11      0.0051469     33.9165306   0 1.000 0.500    1
      22    119.1404574     17.9826098 0.04196700000   3   4.0039982  25.7611335 14.39557000    148.3802559     72.5192280   0.6679E+13 -21.22522000 -19.33726000   0.2895E+11      0.0847886    138.7249061   0 0.000 0.667    0
      23    119.1766592     44.0972773 0.04731900000   3   1.0277665  22.5378565 14.28977000    549.7011235     20.9618354   0.1727E+14 -21.56522000 -20.70917000   0.4690E+11      0.0046448     28.1535642   0 1.000 1.000    4
      24    119.1903121     45.8860687 0.05491700000   4   1.2002993  22.2970786 14.07219000    531.4549715     28.3599166   0.2111E+14 -22.24985000 -22.02714000   0.1126E+12      0.0062922     36.8731090   0 0.750 0.500    4
      25    119.2050838     44.8401772 0.05061500000   3   4.7426013  25.8775335 14.44360000     98.7032404    103.3839389   0.3892E+13 -21.61219000 -21.00340000   0.5445E+11      0.1388541    151.1231089   0 0.333 0.000    0
      26    119.3356045     27.4681965 0.02733900000   3   4.0304272  25.3478155 13.91726000     18.2221367     47.7157765   0.6688E+11 -20.71748000 -18.63711000   0.1728E+11      0.4580513     92.0352351   0 1.000 0.667    0
      27    119.9592330     18.4245884 0.04212900000   4   3.2906687  25.0480837 14.27197000    454.4006477     59.8273759   0.4191E+14 -21.39098000 -20.07568000   0.3775E+11      0.0183817     92.1010456   0 1.000 0.500    0
      28    119.9687615     24.0366151 0.04792700000   4   3.1744656  24.8450317 14.30254000    144.8539479     65.5672782   0.4311E+13 -21.62173000 -20.31491000   0.5598E+11      0.0556798     88.9341910   0 0.250 0.750    0
      29    120.1354666      9.7878135 0.06676400000   3   3.7106867  25.7917271 14.63958000    135.1475138    106.2821501   0.6706E+13 -22.05719000 -20.71224000   0.6531E+11      0.0988906    147.3682319   0 1.000 0.667    0
      30    120.4060377     42.0038674 0.03225100000   3   1.9189347  23.4369584 13.92691000    243.1787528     26.7696537   0.4994E+13 -21.07813000 -20.31587000   0.3264E+11      0.0150616     40.3867248   0 1.000 0.667    0
      31    120.5470593      9.3815140 0.01680100000   3   2.3948255  23.5067682 13.31485000    551.0027047     17.4635878   0.2195E+14 -20.27901000 -18.89076000   0.1244E+11      0.0054332     33.0103189   0 1.000 0.667    1
      32    120.5763557     32.5688628 0.03912100000   3   4.0027613  25.4535480 14.32260000    228.8613596     67.6258352   0.1486E+14 -21.13810000 -20.38340000   0.3307E+11      0.0514048    129.7229568   0 0.333 0.667    0
      33    120.8048919      8.2300298 0.05138900000   4   5.0703822  25.5602467 14.06157000    421.7791091    112.1986485   0.5956E+14 -22.05942000 -21.20303000   0.8558E+11      0.0307230    142.8857659   0 0.750 0.750    0
      34    120.9295414      9.9539084 0.03511000000   3   0.7214298  21.0581276 13.37183000    106.7296578     10.9490358   0.4837E+12 -21.83434000 -19.96861000   0.4884E+11      0.0137289     16.1569966   0 1.000 0.333    4
