      43    122.2440015     44.8760006 0.05559304244   3   1.3216988  23.3165812 14.43600000    107.8143088     31.6075503   0.1079E+13 -21.82590000 -20.20193000   0.5384E+11      0.0371113     44.1187585   0    1
      45    123.0544914     16.9770996 0.04527034790   3   2.4929455  24.1614506 13.96600000    369.6490586     48.6673480   0.2450E+14 -21.82710000 -20.69825000   0.5719E+11      0.0199972     81.5079752   0    0
      50    123.7889978     17.8570003 0.04512726735   3   4.4989957  25.8150190 14.14600000    136.8829554     87.5549012   0.6948E+13 -21.63557000 -19.55156000   0.4030E+11      0.1122380    169.4064634   0    0
      63    125.6701454      6.2096609 0.05380504573   4   3.1921753  25.0375678 14.65400000    111.5677071     73.9153396   0.3015E+13 -21.53612000 -20.83834000   0.6034E+11      0.0857176    105.4506871   0    0
      72    127.4314993     15.0565001 0.03297118747   3   2.6877024  24.8364022 14.44200000    120.1793301     38.3250485   0.1238E+13 -20.61012000 -19.48776000   0.1830E+11      0.0295302     39.1324969   0    0
      85    129.1850004     53.7065057 0.03251503437   3   2.6288172  24.3175273 13.99600000    158.5759753     36.9706792   0.3119E+13 -20.99435000 -19.99317000   0.2677E+11      0.0335563     58.6749492   0    1
      90    129.5264985      7.9305003 0.04857679687   3   5.0854048  25.8881803 14.48100000    494.1669927    106.4445285   0.1134E+15 -21.43298000 -21.22907000   0.5705E+11      0.0389001    211.9657210   0    1
     106    131.9464999     14.1230002 0.07093239634   3   1.1312932  22.8224982 14.53000000    493.5162021     34.3908136   0.2143E+14 -22.36175000 -21.72596000   0.1078E+12      0.0083267     45.3123229   0    1
     108    132.2729999      1.5685000 0.04351098572   3   3.8515608  25.9758263 14.63100000    185.6922501     72.2983307   0.6252E+13 -21.06659000 -18.99598000   0.2360E+11      0.0404106     82.7427626   0    0
     112    132.6820000      1.3250000 0.04316407004   4   3.1292122  24.4209160 14.11100000     78.6905139     58.2754524   0.7407E+12 -21.60275000 -20.82778000   0.6485E+11      0.0704524     61.1306297   0    0
     117    133.1984962     19.3460054 0.03793766301   3   5.3111829  25.9303770 14.42000000     30.5871580     87.0413605   0.2007E+12 -20.99073000 -20.63572000   0.3578E+11      0.2588880     87.3155824   0    0
     121    133.5115125     52.3825042 0.03305214215   3   3.1198498  24.6017487 13.82500000    539.9392646     44.5956172   0.5268E+14 -21.11155000 -19.85008000   0.2829E+11      0.0134220     79.9104933   0    1
     151    136.9580368     52.0828621 0.06296995835   3   1.6197017  23.7945131 14.54700000    447.7439301     43.7957702   0.3467E+14 -22.02058000 -20.75350000   0.6874E+11      0.0159864     78.9264036   0    0
     169    139.2274914     29.3555119 0.03707876334   4   6.1952204  25.9951662 14.30000000    236.3783272     99.2506250   0.1213E+14 -21.02866000 -20.65775000   0.4264E+11      0.0434506    113.2515124   0    0
     193    141.1999992     15.0240009 0.03664822749   3   2.5572145  24.9949546 14.72700000    137.7506762     40.4962696   0.2202E+13 -20.54116000 -19.53101000   0.1750E+11      0.0378348     57.4679205   0    0
     233    147.3082252     47.0146511 0.03371622886   3   4.7092542  25.4185278 14.03900000    227.3428483     68.6567110   0.1236E+14 -21.04965000 -20.57510000   0.3401E+11      0.0444781    111.4983201   0    1
     245    148.5359878      0.6287777 0.03585681895   3   2.9748044  25.1956606 14.66100000    125.1687247     46.1004868   0.2333E+13 -20.59306000 -19.64711000   0.1913E+11      0.0492335     67.9512822   0    1
     254    149.2445000      3.7950000 0.03560885756   3   2.1674543  23.6128631 13.94900000    158.1421149     33.3586446   0.3600E+13 -21.29120000 -20.94641000   0.4275E+11      0.0376793     65.7038610   0    1
     279    151.9825060     39.7230032 0.08173363485   3   3.1116422  25.6302064 14.71000000    252.9406117    108.7085868   0.2583E+14 -22.46250000 -19.93742000   0.8195E+11      0.0536206    149.5515970   0    0
     373    160.6275001      5.0635000 0.02851019518   3   2.3771045  24.0719812 13.94300000    203.0466660     29.3400621   0.5278E+13 -20.79658000 -19.37781000   0.2148E+11      0.0260955     58.4253904   0    1
     390    162.2850000     29.8137904 0.03253209072   3   0.7755486  21.6103431 13.81000000     72.6716166     10.9126964   0.2411E+12 -21.22067000 -19.18298000   0.2877E+11      0.0260043     20.8377080   0    1
     396    162.8564940     46.7275015 0.03979020641   3   2.5933946  24.7235433 14.32300000     80.0472433     44.5573399   0.1228E+13 -21.17383000 -19.19919000   0.2805E+11      0.0991118     87.4807930   0    1
     436    166.2965126     59.6730056 0.03370027449   3   2.6803621  24.7430656 14.56800000    110.6344013     39.0589301   0.1509E+13 -20.57641000 -19.67560000   0.2124E+11      0.0470139     57.3530942   0    1
     444    166.7009995     14.4585000 0.05305144387   3   3.5703833  25.9841634 14.73400000    123.8671435     81.5296434   0.2886E+13 -21.41804000 -18.62239000   0.3055E+11      0.0628572     85.8523119   0    1
     467    167.8735000      3.2860000 0.03063153511   3   1.7315370  23.7647482 14.70300000    184.8245293     22.9510228   0.3253E+13 -20.19207000 -20.18725000   0.1783E+11      0.0213839     43.5800073   0    1
     473    168.1625093     25.6250053 0.05088231692   3   5.4364415  26.2681835 14.48400000    362.2734319    119.1272425   0.4383E+14 -21.61506000 -20.60623000   0.5048E+11      0.0390029    155.8022941   0    1
     477    168.3679808     59.9280913 0.03651883829   4   2.6843642  24.5393333 14.50200000    140.9679966     42.3610306   0.2652E+13 -20.79049000 -20.21785000   0.2935E+11      0.0372489     57.8995257   0    1
     491    169.3709994      3.0080001 0.04694886491   3   4.9467008  25.6617545 14.02000000    211.7238739    100.1101954   0.1750E+14 -21.84302000 -20.97559000   0.6084E+11      0.0643882    150.3200340   0    1
     507    170.7899993     13.3870021 0.03886259143   3   3.8988447  25.6295000 14.49500000    183.9568085     65.4390536   0.8981E+13 -20.98550000 -20.03833000   0.2691E+11      0.0590356    119.7486339   0    1
     539    173.3399894     34.2905050 0.02919599633   4   4.6265034  24.9016609 13.91100000    764.4075259     58.4683539   0.9004E+14 -20.93943000 -20.76940000   0.3966E+11      0.0080395     67.7632388   0    1
     581    176.5395016     37.1340002 0.03930861920   3   2.3632774  24.7250609 14.51800000    519.9816863     40.1167909   0.4412E+14 -21.08021000 -19.41004000   0.2509E+11      0.0118085     67.7054417   0    0
     611    179.7460217     42.5875189 0.03168082564   3   6.3287305  25.9078068 13.78300000    246.8665661     86.7380792   0.1469E+14 -21.25646000 -20.14690000   0.3580E+11      0.0438191    119.2796496   0    1
     672    184.3129986     41.3275013 0.04726187601   3   1.6680578  23.4334005 13.84500000    291.5541871     33.9803010   0.1174E+14 -22.03595000 -19.29378000   0.5437E+11      0.0180257     57.9499109   0    0
     700    186.2575733     29.8214181 0.04218623255   3   2.0432341  24.4639144 14.49500000    270.5119578     37.1978312   0.1176E+14 -21.15088000 -18.73797000   0.2531E+11      0.0245851     73.3330966   0    0
     710    187.1100072     53.6105018 0.03684184999   3   2.2940697  23.8308817 13.62000000    384.4003121     36.5193721   0.2238E+14 -21.70172000 -19.63337000   0.4265E+11      0.0163510     69.3054916   0    0
     717    188.9073469     35.3590269 0.06176098303   4   3.4928951  25.4485212 14.63100000     80.1733111     92.6596968   0.1868E+13 -21.87694000 -20.48298000   0.6699E+11      0.1411007    124.7382467   0    1
     759    194.2540000     30.7035002 0.05143187902   3   0.8276061  22.3064826 14.62400000    703.9384948     18.3285588   0.3623E+14 -21.46865000 -20.53760000   0.4693E+11      0.0038143     29.6069528   0    0
     832    201.0360026     15.5940010 0.02990055653   3   3.8589502  25.4730861 14.68400000    143.1739312     49.9370543   0.2841E+13 -20.13313000 -20.12188000   0.1695E+11      0.0438699     69.2581783   0    1
     853    203.1244967     29.0850052 0.04507053392   3   4.0781530  25.9109188 14.43000000    726.4992355     79.2661780   0.1589E+15 -21.34540000 -19.00512000   0.3066E+11      0.0140058    112.1973874   0    0
     898    206.1627671     37.1863824 0.02726992817   4   4.7614674  25.2658646 14.05400000     29.7070751     56.2289522   0.1648E+12 -20.57952000 -20.28474000   0.2599E+11      0.2491078     81.5995903   0    1
     945    209.4529992     32.5890009 0.04803116955   3   1.6309742  23.7294574 14.58100000    355.9824561     33.7594877   0.1103E+14 -21.33767000 -20.13974000   0.4108E+11      0.0109197     42.8626156   0    0
     966    211.0349969     35.8110099 0.02786757033   3   4.8059949  25.6614612 13.81300000    551.6534953     57.9907273   0.6865E+14 -20.85873000 -18.41908000   0.1904E+11      0.0141705     86.1972207   0    1
     970    211.4584951     48.3500010 0.05299534175   3   2.2835023  24.4887381 14.29500000     85.2535681     52.0893012   0.1255E+13 -21.88192000 -19.86370000   0.5046E+11      0.0842113     79.1632635   0    1
     975    211.7849958     13.0350023 0.02823730871   3   5.4500121  26.2314409 14.72900000    125.1687247     66.6285533   0.4202E+13 -19.98436000 -19.98269000   0.1531E+11      0.0816683    112.7172115   0    1
    1021    216.1650000      1.1740001 0.03957674272   3   3.2592627  24.3720306 13.51400000    302.4006970     55.7000874   0.1320E+14 -21.97003000 -20.30916000   0.6057E+11      0.0222443     74.1724894   0    1
    1062    219.1955008      8.1235003 0.05189717058   4   2.9776030  24.9688217 14.44300000    307.6037241     66.5325445   0.1936E+14 -21.64507000 -20.22538000   0.5195E+11      0.0255293     86.5905568   0    1
    1066    219.6689952     28.4820018 0.04727358509   3   3.6058554  24.7476415 13.80700000    317.1519505     73.4735194   0.2786E+14 -22.01604000 -21.12752000   0.7324E+11      0.0295461    103.3258562   0    0
    1103    223.1107955     29.8489404 0.02327570515   3   5.3080445  24.7505532 13.13800000    216.4963383     53.5502248   0.8527E+13 -21.18679000 -20.79528000   0.3825E+11      0.0358681     85.6248809   0    1
    1128    224.9049969     16.6600038 0.03418628054   3   4.9382478  24.6768256 12.84800000    131.0258400     72.9909740   0.3392E+13 -22.28471000 -20.54457000   0.7639E+11      0.0691587     99.9181227   0    1
    1130    225.1199908     43.3085019 0.03163435181   3   3.6708266  24.7770659 14.06000000    131.6766306     50.2370415   0.3610E+13 -20.87642000 -20.42022000   0.3255E+11      0.0656263     95.2856434   0    1
    1140    226.1499960     24.0815031 0.04265883133   3   3.9312594  26.1176636 14.71500000    397.8499844     72.3637155   0.3871E+14 -20.93027000 -18.70174000   0.2054E+11      0.0235409    103.2719840   0    1
    1176    228.9759951     18.4115018 0.03861873470   3   4.8962585  26.0496262 14.51600000     80.6980339     81.6688932   0.1598E+13 -20.96985000 -20.00923000   0.2869E+11      0.1273786    113.3444314   0    1
    1204    230.4516581      8.3998388 0.03911708378   4   4.4413532  24.3569985 13.12500000    229.8846981     75.0283159   0.1205E+14 -22.35154000 -21.69884000   0.1126E+12      0.0414099    104.9675937   0    1
    1227    233.4739984     32.8140031 0.06434310255   4   2.8868978  24.8791105 14.35200000    250.0814187     79.7356713   0.1210E+14 -22.25856000 -20.45876000   0.8456E+11      0.0315415     86.9768999   0    1
    1245    235.7347185     23.7988165 0.02369824402   4   4.9593924  25.1448110 13.76300000    161.9828122     50.9363649   0.4341E+13 -20.58216000 -20.34246000   0.2400E+11      0.0417722     74.6099337   0    1
    1248    235.8960000     22.7540000 0.03465978183   3   1.4400000  22.7706647 13.66400000    254.2421929     21.5766897   0.5842E+13 -21.51066000 -19.66175000   0.3870E+11      0.0147400     41.3225413   0    1
    1259    236.7940000      8.7870000 0.03882769024   3   1.8039024  23.9324068 14.52000000    613.4786020     30.2501426   0.3083E+14 -20.89937000 -19.88919000   0.2701E+11      0.0055281     37.3954327   0    1
    1278    239.7139841     44.7240023 0.04191370687   3   5.1851221  26.0043039 14.26200000    311.7286956     93.7933378   0.2917E+14 -21.35319000 -20.38528000   0.3817E+11      0.0416881    143.2944871   0    0
    1282    239.9515001      2.6900000 0.03271315208   3   2.8376470  23.3899079 12.98300000    502.6272704     40.1489023   0.2364E+14 -22.10342000 -21.29763000   0.7881E+11      0.0077058     42.7074257   0    1
    1323    243.0619995      4.5925005 0.03632725779   3   3.5636488  24.9660515 14.19600000     52.9309685     55.9442029   0.6591E+12 -21.09944000 -20.57618000   0.3497E+11      0.1842330    107.5271447   0    1
    1353    246.1780018     30.7475020 0.05635632041   3   2.5370247  24.6259359 14.40600000    348.6068293     61.4929591   0.2333E+14 -21.89420000 -20.56774000   0.6132E+11      0.0239546     92.0800178   0    1
