      11    117.2888089     43.7376690 0.03190000000   5   7.2460045  25.7696568 13.26461000    162.7515454     99.9917034   0.6938E+13 -21.74844000 -20.55612000   0.5309E+11      0.0576538    103.4651502   0 0.400 0.800     4  4536
      13    117.5329015     34.4473050 0.02956700000   3   4.1028058  25.1953108 14.33695000    270.3492601     52.5044329   0.1632E+14 -20.49169000 -20.42827000   0.2408E+11      0.0342210    102.0138208   0 0.667 0.667     0     0
      14    117.5663287     17.6450936 0.06474100000   3   3.3223662  25.1528562 14.60742000    144.0351440     92.3217461   0.7746E+13 -22.01926000 -21.65867000   0.8798E+11      0.1035871    164.5185677   0 0.667 1.000     0     0
      15    117.7948057     50.2298327 0.02180500000  10  10.9619126  25.4062815 12.83933000    442.3808101    103.6351438   0.3734E+14 -21.24187000 -21.21502000   0.8222E+11      0.0177048     86.3628858   0 1.000 0.600     4  8645
      16    117.9351978     42.8857442 0.03250700000   3   5.3184114  25.6398524 13.78737000     65.8968865     74.7777696   0.9527E+12 -21.24903000 -19.70120000   0.3330E+11      0.1468158    106.6788740   0 0.333 0.667     0     0
      17    118.0286988     23.4819688 0.04587800000   4   1.1348522  22.1535250 13.59561000     47.2802672     22.4487430   0.1164E+12 -22.22729000 -20.82488000   0.7767E+11      0.0466302     24.3101483   0 1.000 0.750     1  3633
      18    118.1604114     14.8302312 0.04834900000   3   2.3735291  24.4054502 14.69865000    548.2259982     49.4509326   0.6074E+14 -21.25480000 -20.91039000   0.4922E+11      0.0140051     84.6616018   0 0.667 1.000     2  1353
      19    118.1750959     28.7917350 0.07628800000   4   2.8133808  25.3461465 14.73861000    250.8182155     91.8625646   0.1419E+14 -22.26616000 -19.94195000   0.7498E+11      0.0361008     99.8429013   0 1.000 0.500     4  6871
      20    118.2024371     44.2540746 0.06825500000   3   1.5913120  23.7525849 14.53212000    506.2413275     46.5796025   0.3849E+14 -22.22439000 -21.21894000   0.8274E+11      0.0112503     62.8004571   0 1.000 0.667     4  4957
      21    118.7090817     45.7130511 0.05366100000   4   1.0650002  22.6847086 14.64536000    597.5560258     24.5950925   0.2770E+14 -21.52229000 -20.98506000   0.5649E+11      0.0051474     33.9165306   0 1.000 0.500     1   158
      22    119.1404574     17.9826098 0.04196700000   4   4.0039982  25.7184869 14.39557000    133.5110606     72.5192280   0.3445E+13 -21.22522000 -19.33726000   0.3014E+11      0.0575565     84.7329047   0 0.000 0.500     0     0
      23    119.1766592     44.0972773 0.04731900000   3   1.0277665  22.5378565 14.28977000    549.6815998     20.9618354   0.1727E+14 -21.56522000 -20.70917000   0.4690E+11      0.0046450     28.1535642   0 1.000 1.000     4  4905
      24    119.1993865     45.8932351 0.05491700000   5   2.3194292  23.7062494 14.07219000    599.8789842     54.8020169   0.3775E+14 -22.24985000 -22.02714000   0.1146E+12      0.0081049     53.6104718   0 0.800 0.400     4   155
      25    119.2050838     44.8401772 0.05061500000   3   4.7426013  25.8775335 14.44360000     98.7726581    103.3839389   0.3897E+13 -21.61219000 -21.00340000   0.5445E+11      0.1387565    151.1231089   0 0.333 0.000     0     0
      26    119.3356045     27.4681965 0.02733900000   4   4.0304272  25.3068368 13.91726000     30.1007833     47.7157765   0.1042E+12 -20.71748000 -18.63711000   0.1794E+11      0.1834455     60.8871541   0 1.000 0.750     0     0
      27    119.9592330     18.4245884 0.04212900000   4   3.2906687  25.0480837 14.27197000    454.4083173     59.8273759   0.4192E+14 -21.39098000 -20.07568000   0.3775E+11      0.0183814     92.1010456   0 1.000 0.500     0     0
      28    119.9687615     24.0366151 0.04792700000   4   3.1744656  24.8450317 14.30254000    144.8989431     65.5672782   0.4313E+13 -21.62173000 -20.31491000   0.5598E+11      0.0556625     88.9341910   0 0.250 0.750     0     0
      29    120.1354666      9.7878135 0.06676400000   3   3.7106867  25.7917271 14.63958000    135.1778840    106.2821501   0.6709E+13 -22.05719000 -20.71224000   0.6531E+11      0.0988684    147.3682319   0 1.000 0.667     0     0
      30    120.3849564     42.0050889 0.03225100000   4   3.7899495  24.8866500 13.92691000    197.8056588     52.8708141   0.4421E+13 -21.07813000 -20.31587000   0.3351E+11      0.0260339     56.7829491   0 1.000 0.500     0     0
      31    120.5272918      9.3914301 0.01680100000   4   4.1840537  24.6931995 13.31485000    570.7639255     30.5110308   0.2496E+14 -20.27901000 -18.89076000   0.1264E+11      0.0055155     34.7123473   0 1.000 0.750     1  3597
      32    120.5763557     32.5688628 0.03912100000   3   4.0027613  25.4535480 14.32260000    228.8027885     67.6258352   0.1486E+14 -21.13810000 -20.38340000   0.3307E+11      0.0514180    129.7229568   0 0.333 0.667     0     0
      33    120.8419294      8.2525811 0.05138900000   6   8.5801287  26.6439266 14.06157000    397.4015200    189.8632333   0.7371E+14 -22.05942000 -21.20303000   0.9061E+11      0.0467101    204.6824525   0 0.667 0.500     0     0
      34    120.9295414      9.9539084 0.03511000000   3   0.7214298  21.0581276 13.37183000    106.7014568     10.9490358   0.4835E+12 -21.83434000 -19.96861000   0.4884E+11      0.0137325     16.1569966   0 1.000 0.333     4  3526
      35    121.1058963     40.2242635 0.04127000000   3   4.3688167  25.0968091 14.10516000    128.5680209     77.8253967   0.3768E+13 -21.47844000 -21.42629000   0.6098E+11      0.0684665     97.0626371   0 0.667 0.667     0     0
      36    121.3668332     37.5434043 0.03428300000   4   2.0415891  23.2105912 13.75965000    191.9578134     30.2608931   0.3085E+13 -21.39498000 -21.13634000   0.5082E+11      0.0189354     40.0794016   0 1.000 0.750     4  2274
      37    121.3638076     46.7072139 0.02278800000   5   3.6316689  24.2295209 13.19739000    223.7548587     35.8742758   0.3408E+13 -21.06919000 -18.92236000   0.2774E+11      0.0146491     36.1429460   0 0.800 0.400     0     0
      38    121.7475967     19.7998833 0.03884900000  10  11.1076717  26.5990586 13.74393000    445.1642524    186.3690995   0.8592E+14 -21.62880000 -20.91802000   0.8491E+11      0.0385174    189.0679846   0 0.700 0.500     0     0
      39    121.8997905     14.9383889 0.02949200000   3   2.4988849  24.5655625 14.26372000    314.3318579     31.8981572   0.1278E+14 -20.56795000 -19.12309000   0.1646E+11      0.0168311     58.3366930   0 0.333 0.333     4 13481
      40    122.0680843      9.0154026 0.05353900000   7   5.6062743  25.5306851 13.97205000    218.9528316    129.1805944   0.1001E+14 -22.18952000 -21.24218000   0.1169E+12      0.0374340     90.3769132   0 0.857 0.857     4  5580
      41    122.1026567     11.1219150 0.03449000000   6  11.1545988  27.1158843 13.99203000    394.3224855    166.3264538   0.7085E+14 -21.09579000 -20.76176000   0.4096E+11      0.0487965    212.1685315   0 0.333 0.500     0     0
      42    122.1518738     18.1461694 0.01773700000   3   7.4730618  25.8268863 13.60170000    224.6615910     57.5201399   0.1189E+14 -20.11710000 -19.90675000   0.1552E+11      0.0395891     98.0720829   0 0.667 0.667     0     0
      43    122.2443776     44.8756498 0.05556000000   3   1.3222275  23.3177948 14.43640000    107.7861078     31.6016525   0.1083E+13 -21.82590000 -20.20193000   0.5384E+11      0.0376182     44.7096472   0 0.667 0.333     5   122
      44    122.8404180     11.4138212 0.05362000000   3   3.4049890  25.5120084 14.57935000    201.3199016     78.5754317   0.1114E+14 -21.59911000 -20.36975000   0.4394E+11      0.0536850    119.1737749   0 0.667 0.667     0     0
      45    123.0544769     16.9774876 0.04529800000   3   2.4997306  24.1669645 13.96558000    369.6360428     48.8292951   0.2461E+14 -21.82710000 -20.69825000   0.5719E+11      0.0201240     82.0216159   0 1.000 0.667     3   743
      46    123.3873433     54.3877189 0.04133000000   3   2.9139499  24.9833614 14.58681000    400.8913458     51.9833534   0.2565E+14 -20.98112000 -20.54519000   0.3104E+11      0.0174951     77.3365353   0 0.667 0.333     4  3033
      47    123.4778685      9.7009999 0.05268200000   4   2.4950605  24.8399913 14.60236000    324.8900717     56.5829038   0.1589E+14 -21.55184000 -19.63827000   0.4243E+11      0.0189328     67.8252012   0 1.000 0.500     4 14500
      48    123.5443789     46.0075925 0.05074200000   3   2.2576503  24.6572630 14.66727000    169.0862434     49.3365000   0.4820E+13 -21.38502000 -20.23095000   0.3784E+11      0.0416975     77.7426023   0 1.000 0.667     4  4286
      49    123.6100267     55.1735010 0.03413300000   5   4.3687410  24.6675386 13.05805000    425.2926154     64.4734003   0.2739E+14 -21.98147000 -19.31748000   0.5608E+11      0.0162256     76.0904712   0 1.000 0.800     4   553
      50    123.7888772     17.8574601 0.04517100000   3   4.4985284  25.8149361 14.14622000    136.7397815     87.6297349   0.6930E+13 -21.63557000 -19.55156000   0.4030E+11      0.1123099    169.3377745   0 0.333 0.667     3   743
      51    123.9292285     58.3207007 0.02690800000   7   9.4602216  25.5280384 12.54888000    401.0770845    110.2436801   0.2900E+14 -22.09799000 -21.09523000   0.8013E+11      0.0204819     90.5811455   0 1.000 0.714     4  3044
      52    124.0529197     23.1710771 0.01457200000   3   7.1312784  25.6020886 13.40158000    114.4458649     45.1234661   0.1856E+13 -19.92644000 -19.57899000   0.1232E+11      0.0522688     65.9604062   0 1.000 0.667     4  9484
      53    124.0881080     25.9828920 0.04555000000   3   2.1496788  23.9266924 13.93816000    733.9030632     42.2225257   0.8794E+14 -21.90005000 -20.19043000   0.5352E+11      0.0076467     61.8803228   0 0.667 0.333     0     0
      54    124.6189791     56.6063740 0.04350200000   3   0.9747337  22.6109388 14.53332000    212.0058832     18.2931567   0.2407E+13 -21.15968000 -20.33545000   0.3318E+11      0.0097756     22.8524664   0 1.000 0.667     4  9373
      55    125.0897860     21.0979600 0.01767100000   8  11.2528308  25.0514657 11.71533000    392.8989872     86.2919348   0.2518E+14 -21.70731000 -21.11930000   0.6326E+11      0.0178278     77.2361371   0 0.875 0.500     1  9042
      56    125.1983155     40.2847149 0.02630600000   3   3.9133227  25.1070526 13.86102000    129.9238346     44.5892535   0.2911E+13 -20.70149000 -18.95556000   0.1901E+11      0.0461216     66.0745253   0 0.667 0.667     0     0
      57    125.2703598     35.7792626 0.06171100000   9   9.9866672  26.9297683 14.14128000    441.8713164    264.7158068   0.9597E+14 -22.38833000 -21.45015000   0.1378E+12      0.0474183    231.0376616   0 0.778 0.778     4  9444
      58    125.3412896     39.2434747 0.02879000000   4  10.7317267  26.6461804 13.45049000    299.1706985    133.7508436   0.2621E+14 -21.35567000 -20.11890000   0.4189E+11      0.0415738    137.1447810   0 0.500 0.500     4  6959
      59    125.4041921     56.2738906 0.02957300000   3   3.8305483  25.6173769 14.31241000     14.8228405     49.0301790   0.4661E+11 -20.50253000 -18.49538000   0.1441E+11      0.5924657     96.8356734   0 1.000 0.667     0     0
      60    125.5191629     15.5695514 0.04464100000   4   1.9516460  23.8973776 14.65251000    454.7595868     37.5760369   0.2342E+14 -21.09182000 -21.03337000   0.4301E+11      0.0098708     49.4966576   0 1.000 0.250     3   743
      61    125.5442404     56.2795560 0.04521800000   3   2.1854093  24.1130132 14.64168000    286.5517767     42.6148122   0.1259E+14 -21.14787000 -20.98794000   0.4561E+11      0.0224418     70.9089340   0 0.333 0.667     0     0
      62    125.6668721     32.1055314 0.08850000000   3   1.2574383  23.4637305 14.70038000    429.4003125     47.4875131   0.3439E+14 -22.70331000 -21.23740000   0.1202E+12      0.0152938     72.4131735   0 0.667 1.000     4  6721
      63    125.6707439      6.2100079 0.05383200000   4   3.2048902  25.0462823 14.65440000    111.5191327     74.2464465   0.2991E+13 -21.53612000 -20.83834000   0.6034E+11      0.0852420    104.8199275   0 1.000 0.750     3   272
      64    125.8635892      4.3940025 0.03171900000   5   5.5619718  24.7811424 12.64713000    438.5003758     76.3204917   0.3062E+14 -22.34549000 -19.64067000   0.7643E+11      0.0153446     74.1933812   0 1.000 0.800     4  7087
      65    125.9255546     21.3795548 0.01833200000   4   6.6465253  25.0620307 13.01171000    202.0699790     52.8678734   0.8582E+13 -20.68045000 -19.99472000   0.2673E+11      0.0422454     94.1287682   0 0.500 0.750     0     0
      66    125.9935440     21.0013464 0.01629400000   3   3.4386695  23.5904852 12.76755000     54.3583692     24.3213173   0.2941E+12 -20.72358000 -19.96766000   0.2222E+11      0.0721013     43.2165572   0 1.000 1.000     1  9042
      67    126.0157621     37.8788709 0.05341000000   3   4.3150224  25.8639605 14.69700000    148.3585629     99.1908575   0.5611E+13 -21.46108000 -20.65708000   0.5048E+11      0.0636533    104.1295726   0 0.333 0.667     0     0
      68    126.6152995     22.9137383 0.01880100000   3   5.8729897  25.7871809 13.84712000    419.3282434     47.9054324   0.3231E+14 -20.13344000 -19.02159000   0.1255E+11      0.0149304     69.0347142   0 0.667 0.667     0     0
      69    126.6416710     25.8364474 0.00825900000   5  28.6837876  27.5012534 11.99671000    210.1555945    102.9690049   0.1080E+14 -19.80592000 -18.92512000   0.9588E+10      0.0506951    117.4756092   0 1.000 0.600     0     0
      70    127.1351229     30.4266537 0.05104300000   6   2.6836150  23.4959037 13.06965000    805.3705957     58.9887221   0.8386E+14 -22.99542000 -21.03827000   0.1573E+12      0.0069395     61.6260628   0 0.833 0.667     4  1312
      71    127.1236461     30.2834833 0.05692100000   3   2.9275569  25.4430894 14.74135000    345.9581116     71.6600160   0.3498E+14 -21.53218000 -19.75943000   0.3831E+11      0.0348984    133.1281079   0 1.000 0.333     0     0
      72    127.4318736     15.0561182 0.03301700000   3   2.6838795  24.8334841 14.44217000    120.3333505     38.3233079   0.1246E+13 -20.61012000 -19.48776000   0.1830E+11      0.0295930     39.2659470   0 0.000 0.333     3   826
      73    127.6555361     58.0593848 0.04625800000   4   2.6733654  24.9609343 14.61105000    237.8013012     53.3155883   0.6877E+13 -21.27965000 -19.64932000   0.3403E+11      0.0211765     55.5276323   0 1.000 0.500     0     0
      74    127.7424574     39.8343594 0.02966500000   3   2.5054679  24.1493924 14.39532000    413.4711281     32.1685258   0.1257E+14 -20.43831000 -20.33226000   0.2446E+11      0.0073649     33.5780368   0 0.667 0.667     4  2848
      75    127.8994547     19.3653482 0.03956800000   3   3.3333004  25.5046537 14.54754000    116.2832637     56.9529078   0.2320E+13 -20.92969000 -19.19271000   0.2241E+11      0.0638109     81.8187794   0 1.000 0.667     4  3393
      76    127.9270613     39.6684918 0.05785500000   4   1.7482124  23.7906067 14.75625000    417.1415330     43.4846708   0.1761E+14 -21.60187000 -20.91312000   0.6590E+11      0.0100641     46.2912880   0 1.000 0.500     0     0
      77    128.4066711      9.9890968 0.03152700000   3   3.2882075  24.9125772 14.04096000     46.1453919     44.8491073   0.3121E+12 -20.93084000 -19.48971000   0.2337E+11      0.1371662     69.7936788   0 1.000 0.667     0     0
      78    128.3648224     41.4384446 0.02532300000   8  14.9245602  26.9962772 13.22823000    220.7756047    163.7355996   0.1778E+14 -21.24193000 -20.53072000   0.4510E+11      0.0699879    170.3785224   0 0.750 0.375     4  6298
      79    128.5849496     48.0733985 0.04346000000   4   3.1778373  24.3766685 13.59245000    403.2620398     59.5825599   0.2034E+14 -22.10062000 -20.35067000   0.6972E+11      0.0145336     64.6253118   0 1.000 0.750     4  4235
      80    128.6772030     38.3523031 0.04141100000   3   1.5958885  23.8853058 14.68695000    195.8185518     28.5250668   0.4236E+13 -20.92371000 -19.93480000   0.2530E+11      0.0194232     41.9387710   0 0.000 0.333     0     0
      81    128.6731264     44.6478239 0.03798000000   5   7.2463703  26.6596243 14.21328000    135.0034858    118.8872094   0.4554E+13 -21.21427000 -20.01436000   0.3418E+11      0.0849425    126.4476097   0 0.600 0.200     0     0
      82    128.8725305     52.7892957 0.04479800000   3   2.4235852  23.6944872 13.47772000    273.1606755     46.8249026   0.1368E+14 -22.31731000 -20.75916000   0.8331E+11      0.0236437     71.2154079   0 1.000 0.667     4  4819
      83    128.9343940     54.5228199 0.03247200000   3   3.6327169  25.3747428 14.37823000    250.0901489     51.0220288   0.1276E+14 -20.60946000 -19.68265000   0.1919E+11      0.0312561     86.1930635   0 0.667 0.667     0     0
      84    129.0871126     54.0076883 0.03132000000   4   5.4088415  25.8275340 13.86277000    267.6285340     73.2923871   0.1817E+14 -21.05459000 -19.03073000   0.2635E+11      0.0375274    110.7443773   0 0.500 0.500     0     0
      85    129.1848006     53.7068428 0.03251000000   3   2.6111876  24.3032926 13.99637000    158.6887790     36.7170990   0.3104E+13 -20.99435000 -19.99317000   0.2677E+11      0.0333152     58.2946618   0 1.000 0.667     5   118
      86    129.2640249     55.6632674 0.04489000000   3   2.5086378  24.5183621 14.34827000    585.1496873     48.5666350   0.5628E+14 -21.42441000 -20.10317000   0.4026E+11      0.0118190     76.2584555   0 1.000 0.667     4  7938
      87    129.3364047     18.4177420 0.07627800000   8  10.9075130  27.2999497 13.95168000    257.2429113    356.1067942   0.4370E+14 -23.01968000 -21.34125000   0.1812E+12      0.1040543    295.1509869   0 0.625 0.375     0     0
      88    129.3876185     35.9603376 0.08416900000   3   3.8247597  25.9012933 14.75703000    322.7205487    137.5211370   0.4752E+14 -22.46595000 -21.41902000   0.1024E+12      0.0608275    216.4547586   0 0.667 0.667     4  6464
      89    129.5039969     25.2988842 0.02898500000   5   4.0954910  24.3754549 13.64571000    341.0153178     51.3859946   0.2041E+14 -21.12547000 -20.59314000   0.4976E+11      0.0206738     77.7384577   0 0.800 0.800     4  2814
      90    129.5267445      7.9300859 0.04843200000   3   5.0842225  25.8877235 14.48125000    494.1019136    106.1062174   0.1129E+15 -21.43298000 -21.22907000   0.5705E+11      0.0387225    210.9697932   0 0.667 0.667     5   564
      91    129.5890862     35.0808770 0.06533700000   3   2.3663310  25.0961862 14.75486000    177.7070495     66.3512327   0.7512E+13 -21.89450000 -19.18972000   0.4797E+11      0.0553589    108.4757060   0 0.667 0.333     0     0
      92    129.7190976     40.3416506 0.02535600000   3   3.3445893  24.3956444 13.41240000    330.5842684     36.7405892   0.1717E+14 -21.05735000 -19.14021000   0.2479E+11      0.0196798     71.7369496   0 1.000 1.000     4   322
      93    129.9424733     52.9940371 0.04609400000   4   4.8033813  26.0037947 14.71732000    335.3959456     95.4591681   0.3420E+14 -21.04847000 -20.87155000   0.3947E+11      0.0352676    130.4290518   0 0.750 0.500     0     0
      94    130.0507814     28.8315019 0.07984900000   3   2.2933694  24.8574987 14.61022000    506.5645535     78.3101494   0.6774E+14 -22.58465000 -20.11618000   0.9157E+11      0.0216497    120.9283795   0 0.667 0.667     4  1039
      95    130.1196755     30.1817034 0.05185500000   3   4.4059017  25.7621494 14.33843000    184.5013033     98.3679282   0.1239E+14 -21.76329000 -20.80379000   0.5474E+11      0.0665055    135.2999331   0 1.000 0.667     0     0
      96    130.3053629     32.4149122 0.06929000000   3   0.2148709  19.4759857 14.41061000    239.3130566      6.3832913   0.1556E+13 -22.37949000 -20.27761000   0.8038E+11      0.0046986     12.3986249   0 1.000 0.667     1  1313
      97    130.5709278     52.7948704 0.04572700000   3   3.0670062  24.3043784 13.42235000    158.9208943     60.4715682   0.5448E+13 -22.36642000 -19.88897000   0.7597E+11      0.0561751     98.4385886   0 0.667 0.667     0     0
      98    130.7408243     36.0383554 0.05524900000   4   1.9355279  23.9150036 14.75296000    212.2353208     46.0042455   0.8032E+13 -21.54291000 -21.15139000   0.6682E+11      0.0303043     70.9190261   0 1.000 1.000     1   294
      99    130.7852088     37.5610468 0.04240200000   3   4.6912139  25.7385416 14.47789000    281.5667207     85.8377599   0.2039E+14 -21.17086000 -20.61474000   0.4192E+11      0.0382624    118.7940206   0 0.333 0.333     0     0
     100    130.8569223     36.2190051 0.05391500000   4   3.9582002  25.0841804 14.29628000    303.8062293     91.8376303   0.2338E+14 -21.88302000 -21.78436000   0.8983E+11      0.0376116    125.9966992   0 0.750 0.500     1   294
     101    131.1411032     55.6216812 0.03150600000   3   5.4814191  26.2055552 14.14889000    340.3070799     74.7137242   0.2335E+14 -20.81225000 -18.95382000   0.1933E+11      0.0266291     99.9237215   0 0.667 0.333     0     0
     102    131.4052816     40.3387459 0.05613000000   3   3.4565531  25.6710538 14.57802000    193.3845949     83.4488044   0.8258E+13 -21.72344000 -19.66669000   0.4359E+11      0.0425307     90.6913030   0 1.000 1.000     0     0
     103    131.4892849     53.9915177 0.03075500000   5   2.2332113  23.4482478 13.54863000    319.4903281     29.7190380   0.8856E+13 -21.41072000 -19.89168000   0.4045E+11      0.0105220     37.0676987   0 1.000 0.400     0     0
     104    131.6457111     29.6106481 0.07166100000   4   1.8007063  23.6867923 14.08497000    364.6044940     55.2931375   0.1586E+14 -22.74111000 -20.98771000   0.1210E+12      0.0141594     56.9257367   0 1.000 0.500     4  1040
     105    131.8218120     35.4611277 0.05441300000  10   8.6279985  26.6625587 13.90412000    320.1452798    202.0107353   0.3906E+14 -22.30480000 -20.36392000   0.1005E+12      0.0527032    186.0479712   0 0.900 0.300     4  7095
     106    131.9467255     14.1228942 0.07083800000   3   1.1303356  22.8206629 14.52979000    493.4945091     34.3167737   0.2148E+14 -22.36175000 -21.72596000   0.1078E+12      0.0083515     45.4448882   0 1.000 1.000     5   161
     107    131.9756945     31.8392437 0.06961300000  10  11.4650545  27.0259393 13.47260000    512.9532239    342.1600130   0.1855E+15 -23.27636000 -20.79295000   0.2109E+12      0.0593613    335.7544838   0 0.900 0.600     4 10063
     108    132.2730673      1.5687725 0.04354500000   3   3.8315472  25.9643897 14.63081000    185.7768529     71.9783011   0.6253E+13 -21.06659000 -18.99598000   0.2360E+11      0.0403693     82.6957838   0 1.000 0.667     3   330
     109    132.4972241     21.6732710 0.03984300000   3   4.1904090  26.0120983 14.47655000     45.6399445     72.0904143   0.5990E+12 -21.02463000 -18.62196000   0.2254E+11      0.2266743    114.0743988   0 0.000 0.000     0     0
     110    132.5191259      2.6354580 0.06071200000   4   2.8583976  24.9379145 14.26516000    284.1934241     74.5587556   0.1725E+14 -22.17686000 -19.83341000   0.6713E+11      0.0301570     94.5023255   0 1.000 1.000     0     0
     111    132.6026041     55.3906428 0.03120000000   6   8.7646867  25.9598014 13.23131000    214.6558015    118.3139431   0.1071E+14 -21.70924000 -20.39513000   0.6191E+11      0.0465643    110.2139275   0 1.000 1.000     0     0
     112    132.6815930      1.3250337 0.04319100000   4   3.0886598  24.3926412 14.11094000     78.5591074     57.5557605   0.7303E+12 -21.60275000 -20.82778000   0.6485E+11      0.0700115     60.6466503   0 0.750 0.750     3   330
     113    132.7319460     36.3193187 0.02571600000   3   1.9605889  24.1430607 14.28369000    455.5252164     21.8412451   0.1861E+14 -20.21997000 -17.92776000   0.1085E+11      0.0081493     40.9327947   0 0.667 0.333     0     0
     114    133.0434901     52.9113509 0.03142400000   3   2.8221690  24.1483862 13.79117000    182.9567603     38.3677885   0.5479E+13 -21.19204000 -20.53807000   0.3543E+11      0.0370511     74.7463750   0 0.333 0.333     0     0
     115    133.0355408     64.3975588 0.03706500000   5   4.7499007  25.4712606 14.09450000    358.7423042     76.0678505   0.2680E+14 -21.33195000 -20.75431000   0.4292E+11      0.0230592     91.2152224   0 0.800 0.600     0     0
     116    133.1205654     56.1129028 0.04586200000   3   1.5488485  23.5148231 14.44810000     18.8121868     30.6275211   0.2377E+11 -21.37259000 -20.16640000   0.4129E+11      0.1477726     30.6530692   0 1.000 0.000     0     0
     117    133.1985875     19.3456725 0.03792600000   3   5.2768114  25.9160076 14.41961000     30.6544064     86.4517173   0.2019E+12 -20.99073000 -20.63572000   0.3578E+11      0.2567680     86.7909638   0 0.333 0.667     3   826
     118    133.3534759     39.1311203 0.02961100000   3   6.3435024  25.6119171 13.27620000     74.7324535     81.2990897   0.1465E+13 -21.54887000 -19.78267000   0.3993E+11      0.1479425    121.9110109   0 0.667 0.667     0     0
     119    133.3182813     40.7458079 0.02992500000   4   8.6849781  26.7088979 13.77570000    145.5079126    112.4799535   0.6491E+13 -21.06932000 -19.55192000   0.2762E+11      0.0823139    132.0688880   0 1.000 0.500     4  6643
     120    133.4773701     35.1496797 0.05745300000   3   0.4924785  20.7729639 14.30220000    311.9195941     12.1658757   0.3040E+13 -22.03236000 -21.65032000   0.8523E+11      0.0041465     14.2614658   0 0.333 0.667     0     0
     121    133.5113559     52.3829344 0.03312100000   3   3.1325694  24.6108321 13.82533000    539.9436032     44.8699996   0.5323E+14 -21.11155000 -19.85008000   0.2829E+11      0.0137977     82.1476662   0 1.000 1.000     5   118
     122    133.6799746     14.2291952 0.09522700000   3   2.3262759  24.9288353 14.66759000    544.4492434     94.3729924   0.1198E+15 -22.88331000 -20.47159000   0.1244E+12      0.0307355    184.5180104   0 1.000 0.333     0     0
     123    133.9777647     42.2735304 0.02903400000   3   2.7964522  24.2688185 14.39950000     94.2756951     35.1459171   0.1350E+13 -20.39877000 -20.30144000   0.2580E+11      0.0666762     69.3125003   0 1.000 1.000     0     0
     124    134.0282275     13.1763526 0.01453700000   3   8.4608380  25.9503858 13.04346000    110.8903790     53.4080870   0.2703E+13 -20.18745000 -19.00004000   0.1203E+11      0.0755331     92.3573993   0 0.667 0.667     4 13541
     125    134.1134067     14.5208189 0.07129000000   3   1.7597074  24.0770705 14.42477000    552.4561371     53.7593066   0.4560E+14 -22.42592000 -20.26697000   0.8132E+11      0.0120464     73.3830991   0 1.000 1.000     1 13559
     126    134.1232298     51.3393858 0.01675100000   8  22.5804334  26.8831538 11.79118000    155.0346169    164.1736252   0.8009E+13 -21.75634000 -19.46954000   0.4866E+11      0.0909973    155.5600678   0 1.000 0.625     4  5687
     127    134.2030323     51.8625300 0.01755300000   3   7.8353380  26.1087551 13.85556000     70.2767072     59.6852183   0.1260E+13 -19.77877000 -19.62016000   0.1304E+11      0.1502743    116.4493153   0 1.000 1.000     4  5687
