           1   114.842003       45.1030006       7.82919973E-02           4  -22.3749790      -20.6078548      -19.2560368    
           2   116.577003       22.0200005       4.68170010E-02           4  -21.5126247      -20.8948689      -18.0651283    
           3   117.288002       21.7619991       2.44759992E-02           4  -21.0476189      -20.8058720      -16.6147518    
           4   117.793999       50.2169991       2.18100008E-02           5  -21.2351875      -21.2067204      -16.3102894    
           5   118.709000       45.7130013       5.36659993E-02           4  -21.4967899      -20.9628296      -18.4245815    
           6   119.190002       45.8860016       5.49219996E-02           4  -22.2182350      -22.0135193      -18.4700661    
           7   119.959000       18.4249992       4.21350002E-02           4  -21.3325329      -20.0618477      -17.8514404    
           8   119.969002       24.0370007       4.79319990E-02           4  -21.5923138      -20.3134480      -18.1578999    
           9   120.355003       27.2399998       4.80370000E-02           4  -21.9896755      -21.4456921      -18.1913986    
          10   120.490997       9.56099987       1.66549999E-02           6  -22.0517883      -20.3247986      -15.7759256    
          11   120.762001       39.9010010       4.15150002E-02           4  -21.6350288      -21.0211315      -17.7653637    
          12   120.805000       8.22999954       5.13949990E-02           4  -22.0981560      -21.1771336      -18.3077946    
          13   121.292000       46.7200012       2.31190007E-02           6  -21.0560932      -18.9212112      -16.5308857    
          14   121.366997       37.5429993       3.42929997E-02           4  -21.3901367      -21.1418247      -17.2978306    
          15   121.735001       19.7950001       3.88539992E-02           8  -21.6291046      -20.9062691      -17.7233658    
          16   122.056000       9.02900028       5.35449982E-02           6  -22.1799335      -21.2278214      -18.3862305    
          17   123.477997       9.70100021       5.26870005E-02           4  -21.5372696      -19.6127357      -18.3674011    
          18   124.236000       27.6070004       4.07130010E-02           4  -20.9585114      -20.5269394      -17.7838230    
          19   125.294998       35.8019981       6.17160015E-02           7  -22.3790283      -21.4196682      -18.7199116    
          20   125.926003       21.3799992       1.83450002E-02           4  -20.6853962      -20.0024338      -15.9127798    
          21   126.572998       17.3600006       6.67370036E-02           4  -21.9220963      -20.8889751      -18.8318577    
          22   126.778000       18.0049992       5.84950000E-02           8  -21.7426090      -21.0684757      -18.5930672    
          23   127.655998       58.0589981       4.62610014E-02           4  -21.2484760      -19.6372871      -18.0329857    
          24   127.927002       39.6679993       5.78599982E-02           4  -21.5903721      -20.8912563      -18.6071243    
          25   128.712997       44.6329994       3.79839987E-02           4  -21.1741982      -20.0083237      -17.5800514    
          26   129.087006       54.0079994       3.13239992E-02           4  -21.0512486      -19.0069523      -17.2047863    
          27   129.942001       52.9939995       4.60969992E-02           4  -21.0335484      -20.8620892      -18.0712109    
          28   130.625000       52.7820015       4.55139987E-02           4  -22.3468723      -20.8238831      -18.0216026    
          29   130.856995       36.2190018       5.39180003E-02           4  -21.8723812      -21.7528534      -18.3628712    
          30   131.451004       53.9770012       3.09769996E-02           5  -21.4055576      -19.8819828      -17.1041908    
          31   132.507004       2.61100006       6.04670011E-02           4  -22.2262077      -20.5750637      -18.6843071    
          32   132.598007       55.3989983       3.12019996E-02           5  -21.7041893      -20.3850117      -17.1140537    
          33   132.682007       1.32500005       4.31930013E-02           4  -21.5817108      -20.8256912      -17.9001522    
          34   134.102005       14.5469999       7.10759982E-02           4  -22.4039993      -20.3951321      -19.0973263    
          35   134.279999       39.9939995       9.72950011E-02           5  -22.9693584      -21.5801525      -19.7772961    
          36   134.552002       17.5769997       4.95119989E-02           4  -22.0544357      -20.1770153      -18.2007580    
          37   136.240005       17.4549999       2.90050004E-02           5  -21.7133389      -20.1460686      -16.9792271    
          38   136.272003       18.3619995       1.48900002E-02           5  -21.4569016      -19.9887123      -15.2291498    
          39   136.311005       28.2570000       2.76590008E-02           4  -20.7232800      -19.0817070      -16.9187775    
          40   137.509995       50.3580017       1.69910006E-02           5  -20.8976402      -20.8439140      -15.8444786    
          41   138.949005       10.1619997       3.17550004E-02           4  -21.3251820      -20.7246418      -17.1838055    
          42   139.128998       30.8670006       2.40470003E-02           4  -21.5667381      -20.0643272      -16.5881481    
          43   139.184998       27.3670006       4.78559993E-02           4  -21.3433552      -20.6608334      -18.0002480    
          44   139.218994       43.7010002       2.93329991E-02           4  -21.1516457      -20.0487957      -16.9760189    
          45   139.227997       29.3549995       3.70949991E-02           4  -21.0254135      -20.6143379      -17.5964851    
          46   140.552002       33.8930016       2.42630001E-02           4  -21.3799515      -19.2892151      -16.6610470    
          47   140.871002       22.3169994       3.13900001E-02           4  -20.8475628      -20.1568146      -17.1964436    
          48   140.914993       24.4790001       3.46530005E-02           4  -21.6418762      -20.4008369      -17.2943783    
          49   141.229004       42.1520004       4.81639989E-02           4  -21.5375614      -19.4795742      -18.2479572    
          50   141.615005       22.1000004       2.68409997E-02           4  -20.8227043      -20.1216450      -16.8499508    
          51   141.813995       23.0370007       3.02269999E-02           5  -21.3397026      -20.2918358      -17.0948029    
          52   141.990005       30.0100002       2.75449995E-02           4  -22.0753574      -20.3393803      -16.7270679    
          53   142.451004       21.4290009       3.50769982E-02           5  -21.3198223      -21.0547199      -17.4303341    
          54   143.804001       24.5970001       6.22979999E-02           4  -21.9759254      -19.8004704      -18.7373390    
          55   144.432999       17.0830002       2.86849998E-02           5  -20.4432354      -19.6797352      -17.0253334    
          56   144.440994       23.1840000       2.59969998E-02           5  -20.8378067      -20.6417217      -16.8099270    
          57   145.466003       14.9540005       2.68520005E-02           4  -20.5215321      -19.2295895      -16.9238033    
          58   145.623001       4.29300022       2.99970005E-02           5  -21.6911449      -19.9041233      -17.0205498    
          59   145.966995       11.0279999       2.21120007E-02           4  -20.8493137      -20.3575516      -16.4424934    
          60   146.028000       42.6380005       1.86829995E-02           4  -20.3795567      -18.0746040      -16.0060692    
          61   146.328003       34.7029991       4.15389985E-02           4  -21.1253166      -19.3522987      -17.8032589    
          62   146.723007       22.0709991       2.60370001E-02           5  -21.7374401      -21.6691742      -16.8335571    
          63   147.414993       34.6800003       3.97929996E-02           4  -22.4881783      -20.7051277      -17.7061062    
          64   147.440994       9.08399963       1.89449992E-02           4  -20.7231350      -20.3912659      -16.0880127    
          65   147.584000       25.8059998       5.40589988E-02           4  -21.9234428      -21.2037697      -18.3900585    
          66   147.610992       44.3040009       1.61509998E-02           5  -19.7264843      -19.6547985      -15.7448606    
          67   148.268997       19.4020004       2.59649996E-02           4  -21.7247066      -20.0194721      -16.7880688    
          68   148.307007       7.83699989       4.17580009E-02           6  -21.0348606      -20.7244835      -17.7682495    
          69   149.087997       20.5009995       2.56060008E-02           4  -20.9467812      -20.6568871      -16.7518654    
          70   149.095993       37.6329994       2.34079994E-02           4  -20.1445293      -19.9837875      -16.4886780    
          71   150.639999       32.7109985       5.11160009E-02           5  -22.2727985      -20.8526974      -18.3150120    
          72   150.867996       37.4570007       2.24740002E-02           4  -20.0505085      -19.5762939      -16.3902264    
          73   151.011993       31.0979996       2.22360007E-02           4  -21.6618443      -19.4135399      -16.4963799    
          74   151.089005      0.505999982       4.75479998E-02           4  -21.5479774      -20.1870403      -18.1596012    
          75   151.276993       46.7019997       2.50540003E-02           6  -20.4715919      -19.9158802      -16.7270756    
          76   151.281998      0.609000027       6.37150034E-02           4  -22.0284443      -19.6888046      -18.8171692    
          77   151.406006      0.588000000       2.22609993E-02           4  -20.6500397      -20.5028458      -16.3497391    
          78   152.854004       37.8909988       5.44480011E-02           4  -21.4838219      -21.1096973      -18.4200115    
          79   153.490005       38.6640015       2.16760002E-02           4  -21.0809174      -21.0575829      -16.3332748    
          80   153.526993       14.4569998       3.07410005E-02           4  -21.5212555      -21.1451550      -17.1214943    
          81   153.804001       60.1419983       7.27740005E-02           6  -22.3170338      -21.1475849      -19.0757580    
          82   154.468994       37.1650009       4.53200005E-02           4  -21.6857357      -19.7445965      -17.9883595    
          83   154.561005       48.8969994       6.21830001E-02           5  -21.9452229      -20.5015621      -18.7734203    
          84   154.742996       16.1299992       2.98720002E-02           4  -21.3156605      -20.1715832      -17.1208954    
