 1237663916801786116     117.738383145      50.313762466      16.288759500       0.024463300     -18.107576994       1.886499020       2.376255592     4
 1237663916801786003     117.852543287      50.250175509      16.707190200       0.023082809     -17.561858548       2.652247675       2.641828604     4
 1237663916801720747     117.699897931      50.161617580      17.134961300       0.020655262     -16.884652035       2.179876878       2.380450427     4
 1237663916801785979     117.918332713      50.184069059      16.969083200       0.021215331     -17.110882708       2.438501287       2.681593800     4
 1237663916801785876     117.847385032      50.166864570      16.962615600       0.022937350     -17.291674772       2.455758839       2.245137334     4
 1237663916801786266     117.764418932      50.255325443      15.476959600       0.021290216     -18.610960930       2.472098364       3.293146676     4
 1237663916801786001     117.837556765      50.236081965      13.153888900       0.024163746     -21.217796416       2.721902059       3.336296592     4
 1237663916801786000     117.828055710      50.235480920      13.117910800       0.023181460     -21.161188730       2.661862365       3.356769900     4
 1237663916801785874     117.805784008      50.193277576      13.705895900       0.021809811     -20.436301077       2.633486984       3.518616305     4
 1237663916801785873     117.823527675      50.179301861      12.839335200       0.021253257     -21.245359085       2.726343925       3.320542164     4
 1237658192144957812     120.251291037      27.179659287      17.041602830       0.048276335     -18.890964389       2.400316765       2.392596374     9
 1237658192145023263     120.309735104      27.186760506      17.154188560       0.048098686     -18.755132512       1.305409230       2.056415581     9
 1237658192145023296     120.327109203      27.212636480      14.452353060       0.047675038     -21.453677842       2.535501184       2.464864009     9
 1237658192145023088     120.355445406      27.261481522      15.654943100       0.046584145     -20.198465602       2.494904466       3.015246992     9
 1237658192145023085     120.368960666      27.277518757      13.942398410       0.048398150     -22.002847658       2.879401644       3.489420000     9
 1237658192145023316     120.341809285      27.201532319      16.214959150       0.049023318     -19.753746010       2.470580089       3.114736854     9
 1237667730730320564     120.442386224       9.953595664      16.206545730       0.014964480     -17.097760438       1.155561849       2.705289807    10
 1237667730193580632     120.865172722       9.709967218      15.369629800       0.015337900     -17.988182920       1.675553764       2.360676833    10
 1237667730193515042     120.643829397       9.671572659      17.087768890       0.016187270     -16.389551023       1.941370521       2.367504759    10
 1237667730193646127     120.945268417       9.711752987      17.506619110       0.016686109     -16.038068637       1.963068521       2.476633950    10
 1237667781733450480     120.491978304       9.390062499      17.055725320       0.014135238     -16.121261753       2.055160848       2.673350437    10
 1237667781733515337     120.624079079       9.462035469      16.981333590       0.015243492     -16.363164441       2.321840472       2.335061311    10
 1237667781733450095     120.527276678       9.377352238      16.208819950       0.014571766     -17.035441657       1.884444269       2.307225789    10
 1237667781733450556     120.545603338       9.361608860      14.661509510       0.016806723     -18.899931518       2.506231020       2.824704318    10
 1237667781733515766     120.640341233       9.389857009      17.642264550       0.017587611     -16.019956641       1.200832218       2.905590548    10
 1237667781733384291     120.319207243       9.264822523      14.678802480       0.016315636     -18.816499796       2.331408466       2.715504422    10
 1237667781733384563     120.393708157       9.304846574      16.005321890       0.016111888     -17.461818313       2.130440817       2.327340454    10
 1237670965376844513     120.626591007       9.076034597      16.216712870       0.016615605     -17.318494165       1.656839370       1.973957729    10
 1237667782270320902     120.378115794       9.707722289      13.257063400       0.017056270     -20.097262696       8.768833097       3.129864342    10
 1237667730193449463     120.475485031       9.625860593      13.574422330       0.016515635     -19.947876087       2.294865826       2.159471127    10
 1237670965913780814     120.544493310       9.485980871      13.300706060       0.014107005     -19.872031058       2.264588763       2.524877007    10
 1237670965913845830     120.657759509       9.500091939      14.374475310       0.016738544     -19.177766212       2.400268759       3.186880574    10
 1237667781733515294     120.602795124       9.413557100      11.471272090       0.016572080     -22.059922292       2.665629256       2.095978100    10
 1237670922964304003     120.562504257       9.394401052      13.515801430       0.017105560     -20.085585514       2.540645134       2.962273761    10
 1237671124828160463     120.896426074       8.289519904      17.559770080       0.052802051     -18.567681675       1.890331365       2.263322055    12
 1237671261730046607     120.914165121       8.251206265      17.089810200       0.052653013     -19.022102323       1.258030724       2.386138559    12
 1237671124828095052     120.769693146       8.253943090      16.507944920       0.051572579     -19.575382092       2.402330917       2.796334469    12
 1237671124828094803     120.830878598       8.258203170      15.684217920       0.051216598     -20.375097938       1.945401714       2.349354773    12
 1237671261729980783     120.832040827       8.227620709      14.817029050       0.049724093     -21.186515470       2.624980835       2.839186026    12
 1237670964303102229     120.840086321       8.206113531      14.013704290       0.052349530     -22.106286587       2.527172469       3.171226998    12
 1237654652561653886     121.386509544      37.550192120      16.363965500       0.034320705     -18.793504095       2.224688085       3.133495294    14
 1237654652561654051     121.347160429      37.536613203      16.705395200       0.033076565     -18.369387253       2.291147107       2.670697300    14
 1237654652561653883     121.370107942      37.557840569      13.759633800       0.034313919     -21.397629796       2.378443099       3.072963225    14
 1237654652561653855     121.374042692      37.535889061      14.006054100       0.034272140     -21.154383419       3.220868103       3.382682400    14
 1237673809192223087     121.785570741      19.885277648      16.754302140       0.039052228     -18.688805463       1.567202731       2.345164330    15
 1237664836997677485     121.796996991      19.719841883      17.496061370       0.038804344     -17.934436429       0.551638940       2.342623610    15
 1237673809192222781     121.756562843      19.872485843      15.958069680       0.036050982     -19.312202527       2.441386541       2.921433081    15
 1237673809192222804     121.776742258      19.859610094      15.976225880       0.039710281     -19.511456972       2.308257700       2.374704838    15
 1237673809192223014     121.746345910      19.851649724      14.561552600       0.039493127     -20.916517736       2.579131079       3.419587132    15
 1237673809192157411     121.720438095      19.859210632      16.438470540       0.039925404     -19.061602244       2.322777677       3.049974800    15
 1237674371289841856     121.649519638      19.792651331      16.311998770       0.036297526     -18.967957888       1.759475579       1.946567002    15
 1237674371289907217     121.681174937      19.807374614      14.939662180       0.038215420     -20.463493338       2.544155514       2.601411030    15
 1237673809192157408     121.719932212      19.844138220      13.743946990       0.037866845     -21.637868541       2.486115029       3.099275894    15
 1237664836997677434     121.760502599      19.718882958      15.591993550       0.039604136     -19.891521660       2.487301897       3.370875084    15
 1237671262805033324     123.456774767       9.700955831      17.055030620       0.052928433     -19.087764789       2.409161185       2.834989592    17
 1237671262805033365     123.478111843       9.686157888      16.439845480       0.051009286     -19.618904724       2.429803726       2.581065507    17
 1237671262805033401     123.498962275       9.701042681      14.602357660       0.052966128     -21.545011154       2.570314051       3.146868610    17
 1237671262805033404     123.482411768       9.708998299      16.854625050       0.052444887     -19.272564498       2.721434122       2.571267193    17
 1237674367532466427     125.216590871      35.842095071      17.451135000       0.060108935     -18.957589695       1.246339660       2.139133469    19
 1237664871354466689     125.208845294      35.712679353      17.469256100       0.062513845     -19.060139053       2.602378888       2.655117821    19
 1237674367532466450     125.248767661      35.831643539      16.948901900       0.062220746     -19.567204635       2.501953266       2.578208473    19
 1237664871354532060     125.293475150      35.792659617      14.141286400       0.062444968     -22.387422370       2.682581827       3.034555351    19
 1237664871354532122     125.313685182      35.754273790      14.996105400       0.059751706     -21.423862045       2.378586481       2.619213148    19
 1237674367532466461     125.273241084      35.805085562      16.330719600       0.059478356     -20.085165937       2.665161591       2.687045591    19
 1237674367532466560     125.312569190      35.840290620      15.801067900       0.062646670     -20.733195476       2.600916873       3.215084254    19
 1237674367532531933     125.331977352      35.845814426      17.114669700       0.061715637     -19.380914670       2.431702271       2.665709156    19
 1237664871354466610     125.257228651      35.758919914      16.417725700       0.059868442     -20.009251006       2.485439942       3.202918093    19
 1237673809194057756     125.922679392      21.434877751      13.011711300       0.017918255     -20.691838802       2.290703679       3.333688048    20
 1237673809194058066     125.967654335      21.418687307      15.657108400       0.017793976     -18.030314764       1.711041301       2.649793731    20
 1237673809193992353     125.886105704      21.338105842      14.254101600       0.018832426     -19.560440276       1.116961511       2.803361097    20
 1237673809193992352     125.892548088      21.347640993      13.799486000       0.018771885     -20.004860994       1.514941811       2.527191136    20
 1237667212653297772     126.789024218      18.019149971      16.107903150       0.058198463     -20.255464692       2.551077545       2.724416462    22
 1237667212653297784     126.772799997      18.040840580      16.033666270       0.058816560     -20.347470104       2.266337632       2.599562099    22
 1237667212653297998     126.755467997      18.013935381      15.565451650       0.060586089     -20.881120224       2.169704542       2.886541568    22
 1237667212653298001     126.768016763      17.987078561      17.365309490       0.058605933     -18.998434836       1.874504475       2.857908582    22
 1237667212653298044     126.799955205      17.984304839      17.191705750       0.057620935     -19.145507107       2.402319767       3.446103442    22
 1237667212653297714     126.782526018      17.968968988      14.635044570       0.058739744     -21.751040761       2.617488092       3.293017471    22
 1237667212653298014     126.779059663      17.988734504      15.470429040       0.058383739     -20.900082404       2.543237445       3.214836319    22
 1237667212653298043     126.801716759      17.985394202      15.223525390       0.056603917     -21.078208579       2.665257730       3.299631425    22
 1237667486455300167     136.253524520      17.463682178      16.440624100       0.028966292     -18.337290332       2.527806387       2.242622354    37
 1237667486455300164     136.207872106      17.461485463      15.870604310       0.028708968     -18.886556172       2.397389199       2.864415692    37
 1237667486455300162     136.233886563      17.455132540      13.129821920       0.029944030     -21.722696290       2.518400796       3.481204848    37
 1237667486455300381     136.269876906      17.468535355      15.713037100       0.029005144     -19.064658390       1.920159570       2.409232094    37
 1237667486455300163     136.211380171      17.450262458      14.741904020       0.027769019     -19.940913420       2.336345853       3.054846077    37
 1237667486455300339     136.229337066      17.425797507      14.724353490       0.030304173     -20.155044282       2.514756407       3.132771680    37
 1237667292651323759     136.442048807      18.597870987      16.461583540       0.012775255     -16.492931693       1.313223593       2.388305747    38
 1237667292651258053     136.254156469      18.524569069      17.439803420       0.017789015     -16.247831973       1.308263495       2.325821780    38
 1237667292114452755     136.586939366      18.341343204      16.944948350       0.015638572     -16.456616537       2.125848599       2.568189041    38
 1237667292114321633     136.227772389      18.170720209      17.197949620       0.015516763     -16.186240296       2.099974330       2.671385254    38
 1237667292114255923     136.148139143      18.101382991      17.559066710       0.013906476     -15.582356389       1.903747232       2.587026084    38
 1237667429554913349     136.162476253      18.464431015      12.879012960       0.012309140     -19.998640616       1.419189633       2.648405002    38
 1237667429554978919     136.326414444      18.442199338      14.408352400       0.014916205     -18.888485652       2.217340047       2.725150986    38
