  1 4 114.842  45.103  0.078292  2.620 25.018 348.679 14.719 0 230.282935  1.328269  1    1.000000 ************     0.037275    87.756597
  2 4 116.577  22.020  0.046817  4.090 25.289 274.092 14.289 0 138.758218  1.860876  1    0.000000 92313.200000     0.030544    82.543708
  3 4 117.288  21.762  0.024476  9.769 26.134 136.700 13.359 0  72.920958  2.570684  1    0.000000 ************     0.116391   103.608818
  4 5 117.794  50.217  0.021810  5.095 23.789 409.803 12.839 0  65.016463  2.802189  1    1.000000 55581.500000     0.012300    48.176819
  5 4 118.709  45.713  0.053666  1.065 22.685 515.812 14.645 0 158.797107  1.156015  1    1.000000 34045.100000     0.005986    24.597479
  6 4 119.190  45.886  0.054922  1.200 22.297 461.528 14.072 0 162.464435  1.151755  1    1.000000 34610.100000     0.006801    28.362265
  7 4 119.959  18.425  0.042135  3.291 25.048 393.528 14.272 0 125.020395  1.788786  1    0.000000 91772.600000     0.021149    59.835669
  8 4 119.969  24.037  0.047932  3.174 24.845 125.703 14.303 0 142.025122  1.671717  1    0.000000 88467.600000     0.063826    65.574244
  9 4 120.355  27.240  0.048037  4.784 25.242 356.045 13.942 0 142.332714  2.152467  1    0.000000 ************     0.036739    99.029406
 10 6 120.491   9.561  0.016655 22.096 26.218 297.232 11.471 0  49.703361  2.940728  1    1.000000 ************     0.041174   159.737404
 11 4 120.762  39.901  0.041515  3.908 24.733 163.667 13.968 0 123.198831  1.640845  1    0.000000 95052.000000     0.052670    70.019815
 12 4 120.805   8.230  0.051395  5.070 25.534 364.532 14.014 0 152.160109  1.582954  1    0.000000 ************     0.037521   112.210706
 13 6 121.292  46.720  0.023119  9.662 26.292 176.800 13.211 0  68.898830  2.692216  1    0.000000 50903.800000     0.026111    96.822550
 14 4 121.367  37.543  0.034293  2.042 23.211 167.124 13.760 0 101.939601  1.132618  1    0.000000 38698.300000     0.021000    30.269678
 15 8 121.735  19.795  0.038854  9.608 26.325 480.834 13.744 0 115.374479  1.609628  1    0.000000 ************     0.030293   161.226636
 16 6 122.056   9.029  0.053545  3.489 24.517 148.746 13.972 0 158.443623  1.164186  1    0.000000 81042.400000     0.049411    80.394620
 17 4 123.478   9.701  0.052687  2.495 24.840 281.363 14.602 0 155.936832  1.287538  1    0.000000 69527.400000     0.022410    56.587844
 18 4 124.236  27.607  0.040713  5.506 26.195  67.990 14.579 0 120.841775  1.262188  1    0.000000 ************     0.171563    96.773807
 19 7 125.295  35.802  0.061716  6.357 25.997 436.323 14.141 0 182.262584  1.775089  1    1.000000 ************     0.035200   168.520960
 20 4 125.926  21.380  0.018345  6.647 25.062 175.749 13.012 0  54.727751  2.841637  1    1.000000 91377.600000     0.047153    52.905417
 21 4 126.573  17.360  0.066737  4.854 26.245 257.581 14.730 0 196.850734  1.644209  1    0.000000 ************     0.058714   138.981227
 22 8 126.778  18.005  0.058495  4.348 25.199 338.741 14.635 0 172.884755  1.937539  1    0.000000 97207.700000     0.026025   109.326988
 23 4 127.656  58.059  0.046261  2.673 24.961 205.941 14.611 0 137.128456  2.974891  1    0.000000 56717.100000     0.024976    53.319423
 24 4 127.927  39.668  0.057860  1.748 23.791 361.103 14.756 0 171.034166  1.353658  1    0.000000 45568.300000     0.011444    43.488666
 25 4 128.713  44.633  0.037984  5.716 26.183 144.009 14.213 0 112.814170  1.401570  1    0.000000 98771.200000     0.062201    93.784797
 26 4 129.087  54.008  0.031324  5.409 25.828 231.775 13.863 0  93.178015  1.191493  1    0.000000 ************     0.044650    73.300578
 27 4 129.942  52.994  0.046097  4.803 26.004 290.463 14.717 0 136.647707  2.482825  1    1.000000 ************     0.042899    95.465733
 28 4 130.625  52.782  0.045514  5.593 25.405 116.481 13.422 0 134.938193  2.474419  1    1.000000 ************     0.095810   109.758092
